CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
rifaximin,rifaximin,1.0,100.0,100.0,Fuzzy,6/9/2011,2/10/98,For infections diarrhea in adults.,Treatment of hepatic encephalopathy
mitoxantrone,Mitoxantrone,1.0,100.0,100.0,Fuzzy,3/1/1989,8/13/99,,Treatment of secondary-progressive multiple sclerosis.
everolimus,everolimus,1.0,100.0,100.0,Fuzzy,8/1/2004,2/14/08,By nephrologists only- for the prophylaxis of organ rejection in patients at low to moderate immunological risks receiving allogenic renal transplants in combination with cyclosporin & corticosteroids.,Treatment of neuroendocrine tumors
trabectedin,trabectedin,1.0,100.0,100.0,Fuzzy,3/20/2010,9/30/04,"For the treatment of patients with advanced soft tissue sarcoma, after failure of anthracyclines and ifosfamide, or who are unsuited to recieve these agents.",Treatment of soft tissue sarcoma
collagen,allogeneic cultured keratinocytes and dermal fibroblasts in murine collagen-dsat,1.0,100.0,100.0,Fuzzy,4/23/2001,5/21/12,For surgical procedure.,Treatment of hospitalized patients with complex skin defects resulting from partial and full thickness skin burns requiring excision and grafting
levofloxacin,Ofloxacin,1.0,100.0,100.0,Fuzzy,6/27/2006,4/18/91,For the treatment of complicated skin and skin structure infections only,Treatment of bacterial corneal ulcers.
dasatinib,dasatinib,1.0,100.0,100.0,Fuzzy,3/16/2011,11/28/05,Same as approved.,Treatment of chronic myelogenous leukemia
tretinoin,Tretinoin,1.0,100.0,100.0,Fuzzy,10/14/2008,10/24/90,Topical acne therapy- For the treatment of Acne vulgaris.,Treatment of acute promyelocytic leukemia.
lamotrigine,Lamotrigine,1.0,100.0,100.0,Fuzzy,3/20/2010,8/23/95,,Treatment of Lennox-Gastaut syndrome.
rifabutin,Rifabutin,1.0,100.0,100.0,Fuzzy,7/19/2007,12/18/89,For treatment of pulmonary T.B only in patients co-infected with HIV. (It should never be used as a substitute to Rifampicin in T.B patients without HIV co-infection).,Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infection.
deferasirox,deferasirox,1.0,100.0,100.0,Fuzzy,7/12/2006,2/24/15,As Approved,Treatment of chronic iron overload in alpha-thalassemia
miltefosin,miltefosine,1.0,100.0,100.0,Fuzzy,4/16/2008,10/10/06,For the treatment of visceral leishmaniasis.,Treatment of leishmaniasis.
deflazocort,deflazacort,1.0,100.0,100.0,Fuzzy,6/15/2007,8/16/13,"By specialists only- for the treatment of asthma, rheumatoid arthritis when glucocorticosteroid therapy is warranted.",Treatment of Duchenne muscular dystrophy
midazolam,midazolam,1.0,100.0,100.0,Fuzzy,5/10/2006,10/20/09,Anaesthetic general-For preoperative sedation for conscious sedation prior to short diagnostic or endoscopic procedure and for induction of general anaesthesia prior to administration of another anaesthetic agent.,"Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)"
tinidazole,tinidazole,1.0,100.0,100.0,Fuzzy,2/1/1990,4/18/02,Trichomonial agent- for the treatment of trichomoniasis & intestinal amoebiasis.,Treatment of giardiasis
decitabine,decitabine,1.0,100.0,100.0,Fuzzy,2/13/2015,3/8/99,"For treatment of patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes(refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia wÞ¡",Treatment of myelodysplastic syndromes.
somatropin,Somatropin,1.0,100.0,100.0,Fuzzy,11/23/2001,5/8/90,"For additional indication; i)-for treatment of adult onset or childhood onset, adult growth hormone deficiency, ii)-long term treatment of idiopathic short stature also called non growth hormone deficient short stature. Shelf life increase 24 months to 36Þ¡",Treatment of short stature associated with Turner syndrome.
imatinib mesylate,imatinib mesylate,1.0,100.0,100.0,Fuzzy,9/9/2014,11/1/01,"By oncologists only- for treatment of CML in blast crisis, accelerated phase or in chronic phase after failure of interferon alpha therapy.",Treatment of gastrointestinal stromal tumors
bortezomib,bortezomib,1.0,100.0,100.0,Fuzzy,3/28/2007,5/30/12,For the treatment of myeloma patients.,Treatment of mantle cell lymphoma.
topiramate,Topiramate,1.0,100.0,100.0,Fuzzy,8/23/1999,11/25/92,Additional strength.,Treatment of Lennox-Gastaut syndrome.
balsalazide disodium,Balsalazide disodium,1.0,100.0,100.0,Fuzzy,12/11/2002,8/12/05,,Treatment of pediatric patients with ulcerative colitis
enrofloxacin,Ofloxacin,1.0,100.0,100.0,Fuzzy,1/10/1994,4/18/91,"Antibacterial agents- For the treatment of respiratory tract infection, UTI, gynaecological infection, skin or soft tissue infection.",Treatment of bacterial corneal ulcers.
miltefosine,miltefosine,1.0,100.0,100.0,Fuzzy,3/15/2002,10/10/06,For the treatment of visceral leishmaniasis.,Treatment of leishmaniasis.
abatacept,abatacept,1.0,100.0,100.0,Fuzzy,2/20/2009,12/26/17,"For the treatment of adult patients with severe active rheumatoid arthritis, who had an inadequate response to one more DMARDs such as methotrexate or TNF antagonists.",Prevention of graft versus host disease
etidronate disodium,Etidronate disodium,1.0,100.0,100.0,Fuzzy,3/10/1995,3/21/86,Hypercalcemia induced by various malignant disorders.,Treatment of hypercalcemia of malignancy inadequately managed by dietary modification and/or oral hydration.
moxifloxacin,Ofloxacin,1.0,100.0,100.0,Fuzzy,2/6/2006,4/18/91,Additional indication of skin & soft tissue infection & pelvic inflammatory disease.,Treatment of bacterial corneal ulcers.
fenbendazole,mebendazole,1.0,100.0,100.0,Fuzzy,1/1/1979,9/3/14,Anthelmetic- indicated to treat gastro-intestinal nematodes infections of live stocks.,"Treatment of single or mixed gastrointestinal infestations by Trichuris trichiura (whipworm), Ascaris lumbricoides (large roundworm), and Ancylostoma duodenale and Nectar americanus (hookworm)."
ruxolitinib,ruxolitinib,1.0,100.0,100.0,Fuzzy,5/29/2015,11/3/16,"For the treatment of patients with myelofibrosis including primary myelofibrosis, post-polycythemia vera myelofibrosis or post-essential thrombocythemia myelofibrosis.",Treatment of graft versus host disease
aztreonam,aztreonam,1.0,100.0,100.0,Fuzzy,11/1/2002,3/12/02,"Urinary tract infection, lower respiratory tract infection, septicemia, skin & skin structure infections, intra abdominal infections, gynecological infections.",Inhalation therapy for control of gram-negative bacteria in the respiratory tract of patients with cystic fibrosis
norfloxacin,Ofloxacin,1.0,100.0,100.0,Fuzzy,2/1/1990,4/18/91,,Treatment of bacterial corneal ulcers.
idaravone,edaravone,1.0,100.0,100.0,Fuzzy,7/26/2007,5/12/15,"For improvement of neurologic symptoms, disorders of activitis of daily living and functional disorder associated with acute ischemic stroke.",Treatment of amyotrophic lateral sclerosis
leuprolide acetate,Leuprolide acetate,1.0,100.0,100.0,Fuzzy,12/10/1997,7/25/88,For additional indicatio; of endometriosis & uterine leiomyomata in women.,Treatment of central precocious puberty
tacrolimus,Tacrolimus,1.0,100.0,100.0,Fuzzy,8/11/2011,6/6/05,By nephrologists only- for the prophylaxis of organ rejection in patients receiving allogenic kidney transplant.,Prophylaxis of organ rejection in patients receiving heart transplants.
nintedanib,nintedanib,1.0,100.0,100.0,Fuzzy,4/1/2016,7/6/16,For the treatment of Idiopathic Pulmonary Fibrosis (IPF).,Treatment of systemic sclerosis (including the associated interstitial lung disease).
etanercept,etanercept,1.0,100.0,100.0,Fuzzy,2/25/2005,10/27/98,For additional indication; for treatment of adult patients with chronic moderate to severe plaque psoriasis who are candiadates of systemic therapy or phototherapy.,Reduction in signs and symptoms of moderately to severely active polyarticular-course juvenile rheumatoid arthritis in patients who have had an inadequate response to one or more disease-modifying anti-rheumatic drugs.
sofosbuvir,sofosbuvir,1.0,100.0,100.0,Fuzzy,1/13/2015,10/25/16,In combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adults.,Treatment of pediatric chronic hepatitis C virus infection
afatinib,afatinib,1.0,100.0,100.0,Fuzzy,12/30/2014,8/3/15,For â??treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with Epidermal Growth Factor Receptor (EGFR) mutationâ?�,Treatment of non-small cell lung cancer with squamous histology.
interferon alfa-2b,Interferon alfa-2a,0.9777777777777777,94.44444444444444,94.44444444444444,Fuzzy,12/27/2000,6/6/89,"For use in cancer-hospital/institution and against the prescription of specialistsonly- for multiple myeloma, AIDS related kaposis sarcoma, malignant melanoma, hairy cell leukemia, chronic myelogenous leukemia, laryngeal papillomathesis, condylomata, acumÞ¡",Treatment of chronic myelogenous leukemia.
imatinib mesilate,imatinib mesylate,0.9764705882352941,94.11764705882354,94.11764705882352,Fuzzy,,11/1/01,Oncologists only- for chronic myeloid leukemia (CML) in blast crisis accelerated phase or in chronic phase after failure of IFN-alfa therapy.,Treatment of gastrointestinal stromal tumors
artemether + lumifantrine,artemether/lumefantrine,0.9735177865612649,95.65217391304348,95.65217391304348,Fuzzy,8/2/1996,8/31/07,For hospital use only- for treatment of p.falciparum malaria cases resistant to both chloroquine and sulphadoxine pyrimethamine combination.,For the treatment of infections due to Plasmodium falciparum or mixed infections including P. falciparum.
botulinum toxin type-a i.m,Botulinum toxin type A,0.9692307692307692,100.0,91.66666666666666,Fuzzy,1/13/1994,3/22/84,Additional indication- adult spasticity.,Treatment of strabismus and blepharospasms
premetrexed(disodium),pemetrexed disodium,0.953421052631579,97.43589743589743,97.43589743589743,Fuzzy,,8/28/01,Anti Cancer.,Treatment of malignant pleural mesothelioma
leuprolide acetate sepot,Leuprolide acetate,0.95,100.0,85.71428571428572,Fuzzy,12/3/2003,7/25/88,Indicated for the treatment of prostatic cancer only.,Treatment of central precocious puberty
interferon alpha 2b,Interferon alfa-2a,0.9461988304093567,86.48648648648648,86.48648648648648,Fuzzy,5/1/1988,6/6/89,Anti cancer- Indicated in the treatment of multiple myeloma hairy cell leukaemia etc.,Treatment of chronic myelogenous leukemia.
magestrol acetate,Megestrol acetate,0.9459558823529411,94.11764705882354,94.11764705882352,Fuzzy,4/1/1964,4/13/88,Progestational,"Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS."
triclabendazole bolus,triclabendazole,0.9428571428571428,100.0,83.33333333333334,Fuzzy,9/1/1988,4/17/17,"Broad spectrum flubicide- Indicated in the treatment of chronic fasciola gigantica, F.hepatica in sheep, goats, cattle and buffaloes.",Treatment of fascioliasis
amiodarone,Amiodarone HCl,0.9428571428571428,100.0,83.33333333333334,Fuzzy,10/5/2007,3/16/94,"In the treatment of control of ventricular and supraventricular arrhythmia where other drug cannot be used, arrhythmia associated with wolf-white syndrome.",For the acute treatment and prophylaxis of life-threatening ventricular tachycardia or ventricular fibrillation.
amphotericin b lipid,Amphotericin B lipid complex,0.9428571428571428,100.0,83.33333333333334,Fuzzy,7/18/2009,12/5/91,By RMP- for the treatment of invasive fungal infection in patients who are refractory to or intolerant of conventional amphotericin-B therapy.,Treatment of invasive fungal infections.
sotalol,sotalol (IV),0.9400000000000001,100.0,82.35294117647058,Fuzzy,8/1/1978,7/25/08,"Beta-blocker- indicated in the treatment of angina pectoris, hypertension, cardiac arrythmias.","For ventricular tachycardia, ventricular fibrillation, or the maintenance of sinus rhythm in patients converted from atrial fibrillation or atrial flutter when oral administration is not possible."
meloxicam odt,meloxicam,0.9384615384615385,100.0,81.81818181818181,Fuzzy,2/23/2015,11/22/02,For the treatment of rheumatoid arthritis and soteoarthritis.,Treatment of juvenile rheumatoid arthritis
thalidomide caps,Thalidomide,0.9375,100.0,81.4814814814815,Fuzzy,8/12/2002,10/14/98,For acute treatment of the cutaneous manifestation of moderate to severe erythema nodosum loprosum and for the treatment of multiple myeloma.,Treatment of multiple myeloma
tromantadine hydrochloride,Amantadine hydrochloride,0.9331568190263843,92.0,92.0,Fuzzy,2/23/1995,4/9/15,,Treatment of levodopa-induced dyskinesia
bleomycin-s,Bleomycin sulfate,0.9294117647058824,90.0,78.57142857142857,Fuzzy,10/1/1978,9/17/93,Cancer specialists,Treatment of malignant pleural effusion.
fosphenytoin sodium,Fosphenytoin,0.9263157894736842,100.0,77.41935483870968,Fuzzy,10/1/2002,6/4/91,,For the acute treatment of patients with status epilepticus of the grand mal type.
methotrexate,Methotrexate sodium,0.9263157894736842,100.0,77.41935483870968,Fuzzy,8/21/2002,10/21/85,Topical treatment of psoriasis.,Treatment of osteogenic sarcoma.
budesonide enema,budesonide,0.925,100.0,76.92307692307692,Fuzzy,8/5/2005,5/17/10,For the treatment of ulcerative colitis involving rectal & rectosigmoid diseases.,To slow the progression of immunoglobulin A nephropathy & delay kidney failure in patients affected by the disease.
ifosfamide + mesna,Ifosfamide,0.925,100.0,76.92307692307692,Fuzzy,7/30/1999,1/20/87,"Anticancer- indicated in the treatment of ovarian, breast, testicular carcinoma, hyper nephrone, pancreatic carcinoma and malignant lymphoma.",Treatment of testicular cancer.
metronidazole,Metronidazole (topical),0.9238095238095239,100.0,76.47058823529412,Fuzzy,3/1/1961,10/22/87,Trichomonal infestatious.,Treatment of acne rosacea.
fenfluramine hydrochloride,fenfluramine HCI,0.9230769230769231,85.71428571428571,76.19047619047619,Fuzzy,4/1/1972,12/20/13,,For the Treatment of Dravet Syndrome
eflornithine hydrochloride,Eflornithine HCl,0.9230769230769231,85.71428571428571,76.19047619047619,Fuzzy,3/22/2006,4/23/86,,Treatment of Trypanosoma brucei gambiense infection (sleeping sickness).
allopurinol,Allopurinol sodium,0.9222222222222222,100.0,75.86206896551724,Fuzzy,3/1/1969,10/16/92,In the treatment of gout and secondry hyperuricaemia.,"Management of patients with leukemia, lymphoma, and solid tumor malignancies who are receiving cancer therapy which causes elevations of serum and urinary uric acid levels and who cannot tolerate oral therapy."
terlipressin acetate,terlipressin,0.92,100.0,75.0,Fuzzy,7/22/1995,10/29/04,In the treatment of bleeding oesophagal varices.,Treatment of Hepatorenal Syndrome
pilocarpine hydrochloride,Pilocarpine HCl,0.92,84.61538461538461,75.0,Fuzzy,3/13/2003,2/28/92,,Treatment of xerostomia and keratoconjunctivitis sicca in Sjogren's syndrome patients.
rosuvastatin calcium,rosuvastatin,0.92,100.0,75.0,Fuzzy,4/5/2011,2/14/14,,For the treatment of pediatric homozygous familial hypercholesterolemia
desmopressin,Desmopressin acetate,0.92,100.0,75.0,Fuzzy,8/1/1989,1/22/91,"For the treatment of cranial diabetes insipidus , primary noctumal enuresis in patients.",Treatment of mild hemophilia A and von Willebrand's disease.
levodopa + carbidopa,levodopa and carbidopa,0.9191919191919192,100.0,90.0,Fuzzy,3/4/2009,1/18/00,Parkinsonism-for the treatment of Parkinson's disease.,Treatment of late stage Parkinson's disease
premetrxed disodium,pemetrexed disodium,0.9184210526315789,94.73684210526315,94.73684210526316,Fuzzy,,8/28/01,Same as Approved.,Treatment of malignant pleural mesothelioma
selegiline hydrochloride,Selegiline HCl,0.9166666666666667,83.33333333333333,73.6842105263158,Fuzzy,8/1/1991,11/7/84,,"As an adjuvant to levodopa and carbidopa treatment of idiopathic Parkinson's disease (paralysis agitans), postencephalitic Parkinsonism, and symptomatic Parkinsonism."
mefloquine hydrochloride,mefloquine HCL,0.9166666666666667,83.33333333333333,73.6842105263158,Fuzzy,3/3/1997,4/13/88,,"For use in the treatment of acute malaria due to Plasmodium falciparum and Plasmodium vivax, and for the prophylaxis of Plasmodium falciparum malaria which is resistant to other available drugs"
naltrexone hydrochloride,Naltrexone HCl,0.9166666666666667,83.33333333333333,73.6842105263158,Fuzzy,10/11/1996,3/11/85,,For blockade of the pharmacological effects of exogenously administered opioids as an adjunct to the maintenance of the opioid-free state in detoxified formerly opioid-dependent individuals.
hydrocortisone aceponate,Hydrocortisone,0.9166666666666667,100.0,73.6842105263158,Fuzzy,1/6/2017,5/13/15,For symptomatic treatment of inflammatory and pruritic dermatosis in dogs.,Treatment of pediatric adrenal insufficiency (0 through 16 years of age).
amiodarone hydrochloride,Amiodarone HCl,0.9166666666666667,83.33333333333333,73.6842105263158,Fuzzy,4/1/1990,3/16/94,,For the acute treatment and prophylaxis of life-threatening ventricular tachycardia or ventricular fibrillation.
triptorelin,triptorelin pamoate,0.9157894736842105,100.0,73.33333333333334,Fuzzy,1/5/2012,8/20/12,For the treatment of prostate cancer,Treatment of central precocious puberty
eltrombopag olamine,eltrombopag,0.9157894736842105,100.0,73.33333333333334,Fuzzy,4/7/2014,11/8/13,"Indicated in patients with chronic hepatitis C virus (HCV) infection for the treatment of thrombocytopenia to: Enable the initiation of interferon based therapy, optimise interferon based therapy.",Treatment of aplastic anemia
gonadorelin,Gonadorelin acetate,0.9157894736842105,100.0,73.33333333333334,Fuzzy,6/15/2016,4/22/87,Control and induction prodecude in cattle and pig reproduction. Therapy of ovarian infertility disorders or dysfunctions of the reproductive organs in cattle and horses.,For induction of ovulation in women with hypothalamic amenorrhea due to a deficiency or absence in the quantity or pulse pattern of endogenous GnRH secretion.
benidipine hydrochloride,bendamustine hydrochloride,0.9148504273504273,84.0,84.0,Fuzzy,8/12/1996,11/26/13,,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
midodrine hydrochloride,Midodrine HCl,0.9130434782608695,81.81818181818181,72.22222222222221,Fuzzy,9/2/2016,6/21/85,For the treatment of symptomatic orthostatic hypotension.,Treatment of patients with symptomatic orthostatic hypotension.
ibuprofen,Ibuprofen lysine,0.9125,100.0,72.0,Fuzzy,3/1/1971,10/29/96,Anti rheumatic.,Treatment of patent ductus arteriosus
sildenafil citrate,sildenafil,0.9111111111111111,100.0,71.42857142857143,Fuzzy,7/5/2013,7/28/11,"By urologist, psychiatrist, endocrinologist-for treatment of erectile dysfunction in men.",Treatment of pediatric (defined as children less than 17 years of age) pulmonary arterial hypertension
paclitaxel albumin,Paclitaxel,0.9111111111111111,100.0,71.42857142857143,Fuzzy,10/11/2007,3/25/97,For the treatment of breast cancer afetr failure of combination chemotherapy for metastatic disease or relapse within 6 months of adjuvant chemotherapy.,Treatment of AIDS-related Kaposi's sarcoma.
doxorubicin,Doxorubicin liposome,0.91,100.0,70.96774193548387,Fuzzy,7/1/1986,11/4/98,Cancer specialists,Treatment of ovarian cancer.
fluocinolone acetonide,Fluocinolone,0.9090909090909091,100.0,70.58823529411764,Fuzzy,8/1/1962,7/31/00,Corticosteroid,Treatment uveitis involving the posterior segment of the eye.
nitazoxanide + ofloxacin,nitazoxanide,0.9090909090909091,100.0,70.58823529411764,Fuzzy,7/1/2005,2/14/02,,Treatment of intestinal giardiasis
trifluridine,trifluridine/tipiracil,0.9090909090909091,100.0,70.58823529411764,Fuzzy,12/8/2011,4/17/17,For the treatment of primary keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex viruses type 1 and 2.,Treatment of gastric cancer including cancer of the gastroesophageal junction
sodium picosulphate,sodium thiosulfate,0.9086988304093567,81.08108108108108,81.08108108108108,Fuzzy,2/11/1997,3/17/04,"Constipation bowel clearance before labour or surgery, radiological examination.",Prevention of platinum-induced ototoxicity in pediatric patients
glycopyrrolate + neostigmine,glycopyrrolate,0.9076923076923077,100.0,70.0,Fuzzy,4/11/2002,6/9/06,Reversal of residual non-depolarising competitive neuromuscular block.,Treatment of pathologic (chronic moderate to severe) drooling in pediatric patients
lidocaine,Lidocaine patch 5%,0.9058823529411765,100.0,69.23076923076923,Fuzzy,3/26/2009,10/24/95,For the relief of pain associated with post-herpetic neuralgia. It should be applied only to intact skin.,"For relief of allodynia (painful hypersensitivity), and chronic pain in postherpetic neuralgia."
bleomycin,Bleomycin sulfate,0.9058823529411765,100.0,69.23076923076923,Fuzzy,9/1/1985,9/17/93,Anticancer,Treatment of malignant pleural effusion.
midazolam maleate,midazolam,0.9058823529411765,100.0,69.23076923076923,Fuzzy,7/5/2005,10/20/09,Anesthetic.,"Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)"
diazoxide,diazoxide choline,0.9058823529411765,100.0,69.23076923076923,Fuzzy,8/1/1978,5/13/14,Antihyertensive agent- indicated for reduction of blood pressure in malignant hypertension.,Treatment of Prader-Willi Syndrome
tinidazole infusion,tinidazole,0.9052631578947368,100.0,68.96551724137932,Fuzzy,12/1/1983,4/18/02,In the treatment of anaerobic infections.,Treatment of giardiasis
buserelin acetate,Sermorelin acetate,0.9052287581699346,85.71428571428571,85.71428571428572,Fuzzy,4/1/1986,9/14/88,"Lueitinising hormone- Indicated in the treatment of infertility of ovarian origin for the induction of ovulation and improvement of conception rate in cows, mares & rabbits",Treatment of idiopathic or organic growth hormone deficiency in children with growth failure.
fludarabine,Fludarabine phosphate,0.9047619047619048,100.0,68.75,Fuzzy,4/1/2005,4/18/89,"For additional indication; for the treatment of V-cell chronic lymphocytic leukaemia (CLL) in patients with sufficient bone marrow, first time treatment with fludarabine oral should only be initiated in patients with adv.disease rai stages III/IV (Binet sÞ¡","Treatment of chronic lymphocytic leukemia (CLL), including refractory CLL."
goserelin acetate,Sermorelin acetate,0.9016884531590413,85.71428571428571,85.71428571428572,Fuzzy,4/24/1996,9/14/88,"In the treatment of prostate cancer, breast cancer, endometriosis.",Treatment of idiopathic or organic growth hormone deficiency in children with growth failure.
nitrous oxide,Nitric oxide,0.9005128205128206,80.0,80.0,Fuzzy,12/20/2001,6/22/93,For relief of pain usually in emergency situation & several in vasive procedure.,Treatment of persistent pulmonary hypertension in the newborn.
tranexamic acid + mefenamic acid,tranexamic acid,0.9,100.0,66.66666666666667,Fuzzy,2/22/2005,12/3/85,,"For use in patients with congenital coagulopathies undergoing surgical procedures, e.g. dental extractions"
artesunate + mefloquin,artesunate,0.9,100.0,66.66666666666667,Fuzzy,6/12/2007,3/28/06,,Immediate treatment of malaria
rosuvastatin + fenofibrate,rosuvastatin,0.9,100.0,66.66666666666667,Fuzzy,12/29/2010,2/14/14,,For the treatment of pediatric homozygous familial hypercholesterolemia
difluprednate + moxifloxacin,difluprednate,0.9,100.0,66.66666666666667,Fuzzy,9/22/2011,9/30/08,,Treatment of endogenous and traumatic anterior uveitis and panuveitis.
dexamethasone + indomethacin,dexamethasone,0.9,100.0,66.66666666666667,Fuzzy,11/1/1971,3/26/18,,Treatment of multiple myeloma (MM)
sorafenib tosylate,Sorafenib,0.9,100.0,66.66666666666667,Fuzzy,9/25/2014,4/20/06,For the treatment of patients with locally advanced or metastatic differentiated thyroid carcinoma refractory to radioactive iodine.,Treatment of hepatocellular carcinoma
albendazole + ivermectin,Albendazole,0.9,100.0,66.66666666666667,Fuzzy,4/25/2009,1/18/96,"Anthelmetic- indicated in the control of Gastro-intestinal roundworm, lungworm, tapewarm & adult liver flukes in cattle, sheep.","Treatment of neurocysticercosis due to Taenia solium as: 1) chemotherapy of parenchymal, subarachnoidal and racemose (cysts in spinal fluid) neurocysticercosis in symptomatic cases and 2) prophylaxis of epilepsy and other sequelae in asymptomatic neurocysticercosis."
mifepristone + misoprostol,mifepristone,0.9,100.0,66.66666666666667,Fuzzy,12/16/2008,7/5/07,By gynaecologist only- for medical termination of intrauterine pregnancy through 49 days of inception.,Treatment of the clinical manifestations of endogenous Cushing's syndrone
cytarabine,Cytarabine liposomal,0.9,100.0,66.66666666666667,Fuzzy,2/10/2010,6/2/93,Anticancer indicated in the treatment of acue myeloid leukaemia,Treatment of neoplastic meningitis.
caffeine citrate,Caffeine,0.9,100.0,66.66666666666667,Fuzzy,7/21/2009,9/20/88,For the short treatment of apnoea of prematurity in infants between 28 and <33 weeks gestational age.,Treatment of apnea of prematurity.
megestrol acetate + ethinyloestradiol,Megestrol acetate,0.8971428571428571,100.0,65.38461538461539,Fuzzy,12/5/2012,4/13/88,,"Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS."
budesonide + formoterol,budesonide,0.8952380952380953,100.0,64.51612903225806,Fuzzy,10/17/2008,5/17/10,For the treatment of ulcerative colitis.,To slow the progression of immunoglobulin A nephropathy & delay kidney failure in patients affected by the disease.
zidovudine + lamivudine,zidovudine,0.8952380952380953,100.0,64.51612903225806,Fuzzy,6/26/1905,7/17/85,For treatment of HIV.,Treatment of AIDS
colfosceril palmitate,"Colfosceril palmitate, cetyl alcohol, tyloxapol",0.8933333333333334,100.0,63.63636363636363,Fuzzy,12/1/1993,10/20/89,"New born babies with birth weight of 700gm or greater, undergoing mechanical ventilation of respiratory distress syndrome, whose heart rate and arterial oxygenation are continuously monitored.","1. Prevention of hyaline membrane disease, also known as respiratory distress syndrome, in infants born at 32 weeks gestation or less 2. Treatment of established hyaline membrane disease at all gestational ages"
propranolol + hydrallazine,propranolol,0.8916666666666666,100.0,62.857142857142854,Fuzzy,2/1/1980,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
tinidazole + norfloxacin,tinidazole,0.890909090909091,100.0,62.5,Fuzzy,5/9/1995,4/18/02,,Treatment of giardiasis
decitabine lyophilised,decitabine,0.890909090909091,100.0,62.5,Fuzzy,4/28/2009,3/8/99,"For the treatment of adult patients aged 65 years and above with newly diagnosed de novo or secondary acute myeloid leukemia (AML), according to World Health Organisation (WHO) classification, who are not candidates for standard induction chemotherapy.",Treatment of myelodysplastic syndromes.
artesunate + amodiaquine,artesunate,0.890909090909091,100.0,62.5,Fuzzy,9/1/2009,3/28/06,,Immediate treatment of malaria
ofloxacin + ornidazole,Ofloxacin,0.89,100.0,62.06896551724138,Fuzzy,1/19/2005,4/18/91,"Antibacterial agents- For the treatment of respiratory tract infection, UTI, gynaecological infection, skin or soft tissue infection.",Treatment of bacterial corneal ulcers.
cetrorelix acetate,Sermorelin acetate,0.888888888888889,83.33333333333333,83.33333333333334,Fuzzy,8/26/2015,9/14/88,By gynaecologists- prevention of premature ovulation in patients under going a controlled ovarian stimulation followed by oocyte picking and assisted reproductive techniques.,Treatment of idiopathic or organic growth hormone deficiency in children with growth failure.
levodopa + carbidopa + entacapone,levodopa and carbidopa,0.8881176294969398,90.0,70.58823529411764,Fuzzy,7/25/2005,1/18/00,,Treatment of late stage Parkinson's disease
propranolol hydrochloride,propranolol,0.888,100.0,61.111111111111114,Fuzzy,10/1/1972,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
paclitaxel nanoparticle,Paclitaxel,0.8869565217391304,100.0,60.60606060606061,Fuzzy,1/22/2008,3/25/97,For metastatic breast cancer.,Treatment of AIDS-related Kaposi's sarcoma.
artemether,artemether/lumefantrine,0.8869565217391304,100.0,60.60606060606061,Fuzzy,8/2/1996,8/31/07,Promoted for use in severe malaria including cerebral malaria and as a second line in chloroquine resistant malaria cases only.,For the treatment of infections due to Plasmodium falciparum or mixed infections including P. falciparum.
gemcitabine hydrochloride,Cysteamine hydrochloride,0.8867676767676768,81.63265306122449,81.63265306122449,Fuzzy,6/17/2014,8/19/97,In the management of non small cell lung cancer.,Treatment of corneal cystine crystal accumulation in cystinosis patients.
tretinoin microsphere,Tretinoin,0.8857142857142858,100.0,60.0,Fuzzy,7/1/1974,10/24/90,For topical treatment of acne vulgaris.,Treatment of acute promyelocytic leukemia.
calcium acetate + magnesium carbonate,Calcium acetate,0.8857142857142858,100.0,60.0,Fuzzy,3/5/2010,12/22/88,,Treatment of hyperphosphatemia in end stage renal failure.
tizanidine hydrochloride,Amantadine hydrochloride,0.8849206349206349,83.33333333333333,83.33333333333334,Fuzzy,12/22/1993,4/9/15,,Treatment of levodopa-induced dyskinesia
propranolol + bendrofluazide,propranolol,0.8846153846153847,100.0,59.45945945945945,Fuzzy,10/1/1982,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
