CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
Lamotrigine SR tablets,Lamotrigine,0.9,100.0,66.66666666666667,Fuzzy,27/08/2004,8/23/95,By neurologists-as add on therapy for partial and secondry generalized tonic-clonic seizures in adults not below 16 years of age.,Treatment of Lennox-Gastaut syndrome.
Cytarabine,Cytarabine liposomal,0.9,100.0,66.66666666666667,Fuzzy,1980-June,6/2/93,Anticancer indicated in the treatment of acue myeloid leukaemia,Treatment of neoplastic meningitis.
Doxorubicin hydrochloride liposomal injection,doxorubicin HCL liposome injection,0.8981699346405229,83.54430379746836,83.54430379746836,Fuzzy,23/08/2006,12/29/04,For the treatment of metastatic ovarian carcinoma in patients who are refractory to paclitaxel & platinum based chemotherapy and also in AIDS related kaposi's sarcoma.,Treatment of multiple myeloma
Metronidazole + benzocaine topical gel,Metronidazole (topical),0.8976190476190476,100.0,73.6842105263158,Fuzzy,2003-September,10/22/87,RMP- for treatment of gingivitis,Treatment of acne rosacea.
Imatinib mesylate (gamma crystalline),imatinib mesylate,0.8971428571428571,100.0,65.38461538461539,Fuzzy,26/02/2005,11/1/01,"By oncologists only- for treatment of CML in blast crisis, accelerated phase or in chronic phase after failure of interferon alpha therapy.",Treatment of gastrointestinal stromal tumors
Tranexamic acid tablets/i.v inj.,tranexamic acid,0.8967741935483872,100.0,65.21739130434783,Fuzzy,6/3/2002,12/3/85,Haemorrhage or risk oh haemorrhage in increased fibrinolysis of hereditatory angioneurotic oedema.,"For use in patients with congenital coagulopathies undergoing surgical procedures, e.g. dental extractions"
Artemether + Lumefantrine (80mg + 480mg/5ml) Dry syrup,artemether/lumefantrine,0.8958333333333334,100.0,64.7887323943662,Fuzzy,30.09.08,8/31/07,For the treatment of chloroquine resistant/multidrug resitant on complicated malaria.,For the treatment of infections due to Plasmodium falciparum or mixed infections including P. falciparum.
Tinidazole suspension,tinidazole,0.8952380952380953,100.0,64.51612903225806,Fuzzy,1983-December,4/18/02,,Treatment of giardiasis
Zidovudine + Lamivudine,zidovudine,0.8952380952380953,100.0,64.51612903225806,Fuzzy,2004,7/17/85,For treatment of HIV.,Treatment of AIDS
Doxorubicin injection,doxorubicin HCL liposome injection,0.8949579831932774,100.0,76.36363636363637,Fuzzy,1986-July,12/29/04,,Treatment of multiple myeloma
Sirolimus oral soln.,sirolimus,0.8947368421052632,100.0,64.28571428571428,Fuzzy,13-07-2002,10/31/12,Prophylaxis of organ rejection in patients receiving renal transplants.,Treatment of lymphangioleiomyomatosis
Edaravone injection,edaravone,0.8947368421052632,100.0,64.28571428571428,Fuzzy,27.07.07,5/12/15,"For the improvement of neurological symptoms, disorder of activities of daily living, and functional disorder associated with acute ischaemic stroke.",Treatment of amyotrophic lateral sclerosis
Meloxicam gel (1% w/w),meloxicam,0.8947368421052632,100.0,64.28571428571428,Fuzzy,9/4/2001,11/22/02,For acute painful/inflammatory musculoskeletal painful conditions.,Treatment of juvenile rheumatoid arthritis
Ofloxacin eye drops,Ofloxacin,0.8947368421052632,100.0,64.28571428571428,Fuzzy,1991- December,4/18/91,In tropical treatment of external infections of the eye and its adnexa caused by susceptible bacteria.,Treatment of bacterial corneal ulcers.
Somatropin (recombinant) inj.,somatropin [rDNA],0.8943589743589744,80.0,68.29268292682926,Fuzzy,23/11/2001,12/27/00,Short stature due to inadequate or failed secretion of pituitary growth hormone.,Treatment of growth failure in children who were born small for gestational age.
Glycopyrrolate + neostigmine inj.,glycopyrrolate,0.8933333333333334,100.0,63.63636363636363,Fuzzy,11/4/2002,6/9/06,Reversal of residual non-depolarising competitive neuromuscular block.,Treatment of pathologic (chronic moderate to severe) drooling in pediatric patients
Vemurafenib Tablet. 240mg,vemurafenib,0.8916666666666666,100.0,62.857142857142854,Fuzzy,19.10.12,12/20/10,For the treatment of patients with unresectable or metastatic melanoma with BRAFV600E mutation as detected by an FDA-approved test. Vemurafenib is not recommended for use in patients with wild-type BRAF melanoma.,Treatment of patients with IIb to Stage IV melanoma positive for the BRAF(v600) mutation
Propranolol + Hydrallazine,propranolol,0.8916666666666666,100.0,62.857142857142854,Fuzzy,1980-February,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
Tranexamic acid mouthwash (50mg/ml),tranexamic acid,0.890909090909091,100.0,62.5,Fuzzy,15.06.07,12/3/85,For the prevention of oral hemorrhage in anticoagulant treated patients undergoing oral surgery.,"For use in patients with congenital coagulopathies undergoing surgical procedures, e.g. dental extractions"
Ribavirin Caps (200mg),ribavirin,0.89,100.0,62.06896551724138,Fuzzy,1/11/2006,4/4/03,"Additional indication: 24 week treatment regimen in the subgroup of hepatitis-C (genotype-1) low viral load, patients, who are HCV RNA negative of 4 weeks treatment.",Treatment of chronic hepatitis C in pediatric patients
Tranexamic acid Mouth Wash (50mg/ml),tranexamic acid,0.8882352941176471,100.0,61.224489795918366,Fuzzy,15.06.07,12/3/85,For prevention of oral hemorrhage in anticoagulant treated patients undergoing oral surgery.,"For use in patients with congenital coagulopathies undergoing surgical procedures, e.g. dental extractions"
Bedaquiline Tablet 100 mg,bedaquiline,0.888,100.0,61.111111111111114,Fuzzy,14.01.15,1/10/05,"In adults (â?¥ 18 years), as part of combination therapy of pulmonary tuberculosis due to multi-drug resistant Mycobacterium tuberculosis when an effective treatment regimen cannot otherwise be provided.",Treatment of active tuberculosis
Dexamethasone Intravitreal Implant 0.7mg (in solid polymer drug delivery system),dexamethasone intravitreal implant,0.8871794871794872,100.0,60.71428571428572,Fuzzy,20.02.13,9/11/98,For the treatment of non-infectious uveitis affecting the posterior segment of the eye. However it should not be used when there is gap in posterior capsule.,"Treatment of non-infectious ocular inflammation of the posterior segment in patients with intermediate, posterior, and panuveitis"
Zidovudine capsules & inj.,zidovudine,0.8869565217391304,100.0,60.60606060606061,Fuzzy,1988-April,7/17/85,AIDS- Indicated in the treatment of short term management of serious manifestations of humam immuneno deficiency virus (HIV) infection in patients with AIDS.,Treatment of AIDS
Sofosbuvir Tablet 400mg,sofosbuvir,0.8869565217391304,100.0,60.60606060606061,Fuzzy,13.01.15,10/25/16,In combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adults.,Treatment of pediatric chronic hepatitis C virus infection
Mesalazine (5-Amino salicylic acid) tablets,mesalamine; 5-aminosalicylic acid,0.8869049960660897,68.4931506849315,84.93150684931507,Fuzzy,1989-June,2/27/08,Ulcerative colitis.,Treatment of ulcerative colitis in pediatric patients (revised indication 10/21/2010).
Sirolimus tablets 2mg,sirolimus,0.8857142857142858,100.0,60.0,Fuzzy,01.12.2003,10/31/12,The prophylaxis of organ rejection in patients receiving renal transplant alongwithh the regmens of cyclosporines and corticosteroids.,Treatment of lymphangioleiomyomatosis
Levodopa + Carbidopa tablets,levodopa and carbidopa,0.8856643356643357,90.0,75.0,Fuzzy,1983-December,1/18/00,Parkinsonism-for the treatment of Parkinson's disease.,Treatment of late stage Parkinson's disease
Diazepam,diazepam (intranasal),0.8842105263157894,100.0,59.25925925925925,Fuzzy,1977-December,11/16/15,,Management of acute repetitive seizures
Dexamethasone trimethyl acetate,dexamethasone,0.8838709677419355,100.0,59.09090909090908,Fuzzy,1961- August,3/26/18,New salt for topical formulation.,Treatment of multiple myeloma (MM)
Octreotide for injection,Octreotide,0.8833333333333334,100.0,58.82352941176471,Fuzzy,18.05.2007,8/24/98,"Acromegaly, gastro-entero pancreatic endocrine tumours, carcinoid syndrome, VIPomas, glucagonomas, Zollinger-Ellison syndrome, insulinomas for pre-operative control of hypoglycaemia.",Treatment of severe diarrhea and flushing associated with malignant carcinoid tumors.
Eliglustat capsules 84mg,eliglustat,0.8833333333333334,100.0,58.82352941176471,Fuzzy,31.01.17,9/17/08,"For the long term treatment of adult patients with Gaucher disease type 1 who are CYP2D6 extensive metabolizers (Ems), intermediate metabolizers (Ims), or poor metabolizers (PMs) as detected by an appropriate test.",Treatment of Type I Gaucher disease
Tacrolimus oral capsules,Tacrolimus,0.8833333333333334,100.0,58.82352941176471,Fuzzy,21/05/2004,6/6/05,By nephrologists only- for the prophylaxis of organ rejection in patients receiving allogenic kidney transplant.,Prophylaxis of organ rejection in patients receiving heart transplants.
Infliximab i.v injection,Infliximab,0.8833333333333334,100.0,58.82352941176471,Fuzzy,25-01-2000,11/12/03,For treatment of moderate to severly active crohn's disease for the reduction of signs and symptoms in patients who have an inadequate response to conventional therapies.,Treatment of pediatric (0 to 16 years of age) Crohn's Disease
Triclabendazole bolus and suspension,triclabendazole,0.8833333333333334,100.0,58.82352941176471,Fuzzy,1988-September,4/17/17,"Broad spectrum flubicide- Indicated in the treatment of chronic fasciola gigantica, F.hepatica in sheep, goats, cattle and buffaloes.",Treatment of fascioliasis
Modafinil tablets & bulk,Modafinil,0.8818181818181818,100.0,58.06451612903225,Fuzzy,16/12/2003,3/15/93,By neurologists/psychiatrists/specialists only- to improve wakefulness in patients with excessive day time sleepiness associated with narcolepsy.,Treatment of excessive daytime sleepiness in narcolepsy.
Midazolam Maleate Bulk,midazolam,0.8818181818181818,100.0,58.06451612903225,Fuzzy,5/7/2005,10/20/09,Anesthetic.,"Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)"
Apomorphine HCL-2mg Sublingual tablet,Apomorphine HCl,0.8810810810810811,100.0,57.692307692307686,Fuzzy,11.12.07,4/22/93,For the treatment of erectile dysfunction in adult men.,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
Lidocaine Patch 350mg (Additional Pack Size),Lidocaine patch 5%,0.8809523809523809,93.75,57.6271186440678,Fuzzy,17.06.10,10/24/95,For the relief of pain associated with post-herpetic neuralgia. It should be applied only to intact skin.,"For relief of allodynia (painful hypersensitivity), and chronic pain in postherpetic neuralgia."
Dopamine Hydrochloride,Amantadine hydrochloride,0.8808080808080808,82.6086956521739,82.6086956521739,Fuzzy,1980-January,4/9/15,"Sympathomemetic agent- Indicated for the correction of haemodynamic imbalances present in the shock syndrome due to myocardial infarction, trauma endotoxic septicenia, open heart surgery, renal failure.",Treatment of levodopa-induced dyskinesia
Icodextrin 7.5% peritoneal dialysis solution,Icodextrin 7.5% with Electrolytes Peritoneal Dialysis Solution,0.8805184902783073,100.0,82.6923076923077,Fuzzy,8/6/2006,7/18/97,For peritoneal dialysis.,Treatment of those patients having end stage renal disease and requiring peritoneal dialysis treatment.
Etanercept injection (25mg),etanercept,0.88,100.0,57.14285714285714,Fuzzy,25/02/2005,10/27/98,For additional indication; for treatment of adult patients with chronic moderate to severe plaque psoriasis who are candiadates of systemic therapy or phototherapy.,Reduction in signs and symptoms of moderately to severely active polyarticular-course juvenile rheumatoid arthritis in patients who have had an inadequate response to one or more disease-modifying anti-rheumatic drugs.
Ketamine hydrochloride,Cysteamine hydrochloride,0.8796897546897547,86.95652173913044,86.95652173913044,Fuzzy,1971- August,8/19/97,Anaesthetic agent,Treatment of corneal cystine crystal accumulation in cystinosis patients.
Bendamustine Hydrochloride Lyophilized powder Injection 100mg/ vial,bendamustine hydrochloride,0.8787878787878788,100.0,56.52173913043479,Fuzzy,19.05.09,11/26/13,For the treatment of patients with chronic lymphocytic leukemia.,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
Mebendazole Active Substance,mebendazole,0.8785714285714286,100.0,56.41025641025641,Fuzzy,1974- December,9/3/14,,"Treatment of single or mixed gastrointestinal infestations by Trichuris trichiura (whipworm), Ascaris lumbricoides (large roundworm), and Ancylostoma duodenale and Nectar americanus (hookworm)."
Rifabutin Capsule (150mg),Rifabutin,0.8782608695652174,100.0,56.25,Fuzzy,19/07/2007,12/18/89,For treatment of pulmonary T.B only in patients co-infected with HIV. (It should never be used as a substitute to Rifampicin in T.B patients without HIV co-infection).,Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infection.
Hydrocortisone acetate + Nitrofurazone,Hydrocortisone,0.8777777777777778,100.0,56.00000000000001,Fuzzy,1973-June,5/13/15,,Treatment of pediatric adrenal insufficiency (0 through 16 years of age).
Tacrolimus Capsules 0.25mg,Tacrolimus,0.8769230769230769,100.0,55.55555555555556,Fuzzy,03.12.12,6/6/05,For the prophylaxis of organ rejection in patients receiving allogeneic liver or kidney transplant.,Prophylaxis of organ rejection in patients receiving heart transplants.
Moxidectin 1% w/v injection,moxidectin,0.8769230769230769,100.0,55.55555555555556,Fuzzy,16/01/1997,9/29/10,In the treatment and control of internal and external parasites in cattle.,Treatment of onchocerciasis volvulus in children and adults
Ifosfamide & Mesna (combipack),Ifosfamide,0.8769230769230769,100.0,55.55555555555556,Fuzzy,30-07-1999,1/20/87,NOC granted to the firm as it was earlier licenced by SLA (Maharashtra),Treatment of testicular cancer.
Bendamustine Hydrochloride Injection 100mg/vial (Additional Indication),bendamustine hydrochloride,0.8753623188405797,100.0,54.73684210526315,Fuzzy,18.05.11,11/26/13,For the use in Indolent B-cell NonHodgkin's Lymphoma (NHL) that has Progressed During or Within Six months of Treatment with Rituximab or a Rituximab containing Regimen.,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
Alectinib capsules 150mg,alectinib,0.875,100.0,54.54545454545454,Fuzzy,23.01.17,1/27/15,"For the treatment of patients with anaplastic lymphoma kinase (ALK)-Positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to Crizotinib.",Treatment of ALK-positive non-small cell lung cancer
Clonidine + Chlorthalidone,Clonidine,0.875,100.0,54.54545454545454,Fuzzy,1977-December,1/24/89,,"For continous epidural administration as adjunctive therapy with intraspinal opiates for the treatment of pain in cancer patients tolerant to, or unresponsive to, intraspinal opiates."
Nilotinib Capsules 200mg,nilotinib,0.875,100.0,54.54545454545454,Fuzzy,14.07.10,4/27/06,For the treatment of chronic and accelerated phase Philadelphia chromosome positive chronic myelogenous leukemia (CML) in adult patients resistant to or intolerant to prior therapy that included imatinib.,Treatment of chronic myelogenous leukemia
Levodopa & carbidopa CR tablet,levodopa and carbidopa,0.8746753246753247,90.0,72.0,Fuzzy,19/10/1994,1/18/00,,Treatment of late stage Parkinson's disease
PEG-interferon alfa-2a,peginterferon alfa-2b,0.8743434343434343,79.06976744186046,93.02325581395348,Fuzzy,13/03/2003,4/9/08,"For treatment of multiple myeloma kaposi's sarcoma in AIDS patients with malignant neoplasia, hairy cell leukemia, chronic myelogenous leukemia, chronic active hep.B & C",Treatment of malignant melanoma stages IIb through IV.
Gabapentin SR 600mg tablets,gabapentin,0.874074074074074,100.0,54.054054054054056,Fuzzy,30.01.08,11/8/10,As adjunctive therapy in the treatment of partial seizures of epilepsy.,Management of postherpetic neuralgia
Tinidazole + Norfloxacin tabs,tinidazole,0.874074074074074,100.0,54.054054054054056,Fuzzy,9/5/1995,4/18/02,,Treatment of giardiasis
Topiramate sprinkle capsule,Topiramate,0.874074074074074,100.0,54.054054054054056,Fuzzy,24/12/2001,11/25/92,Additional strength.,Treatment of Lennox-Gastaut syndrome.
Colfosceril palmitate inj.,"Colfosceril palmitate, cetyl alcohol, tyloxapol",0.8737777777777778,91.30434782608695,62.857142857142854,Fuzzy,1/12/1993,10/20/89,"New born babies with birth weight of 700gm or greater, undergoing mechanical ventilation of respiratory distress syndrome, whose heart rate and arterial oxygenation are continuously monitored.","1. Prevention of hyaline membrane disease, also known as respiratory distress syndrome, in infants born at 32 weeks gestation or less 2. Treatment of established hyaline membrane disease at all gestational ages"
Albendazole tablets/suspension,Albendazole,0.8733333333333333,100.0,53.65853658536586,Fuzzy,1986-February,1/18/96,Anthelmintic,"Treatment of neurocysticercosis due to Taenia solium as: 1) chemotherapy of parenchymal, subarachnoidal and racemose (cysts in spinal fluid) neurocysticercosis in symptomatic cases and 2) prophylaxis of epilepsy and other sequelae in asymptomatic neurocysticercosis."
Apomorphine HCL-2mg/3mg Sublingual tablet,Apomorphine HCl,0.8731707317073171,100.0,53.57142857142857,Fuzzy,12.11.07,4/22/93,For erectile dysfunction in adult men.,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
Pemetrexed Disodium 500mg/100mg Powder for Injection,pemetrexed disodium,0.8730769230769231,100.0,53.52112676056338,Fuzzy,30.10.12,8/28/01,As monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has to progressed immediately following platinum based chemotherapy.,Treatment of malignant pleural mesothelioma
Megestrol acetate 4mg & Ethinyloestradiol 0.05 mg,Megestrol acetate,0.8723404255319149,100.0,53.125,Fuzzy,1967- April,4/13/88,Oral contraceptive,"Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS."
Tretinoin + Cream tretinoin,Tretinoin,0.872,100.0,52.94117647058824,Fuzzy,1974-July,10/24/90,,Treatment of acute promyelocytic leukemia.
Tolvaptan Tablets 15/30mg,tolvaptan,0.872,100.0,52.94117647058824,Fuzzy,06.09.2012,4/6/12,"For the treatment of clinically significant hypervolemic and euvolemic hyponatremia [serum sodium < 125mEq/L or less marked hyponatremia that is symptomatic and has resisted correction with fluid restriction], including patients with heart failure, cirhosÞ¡",Treatment of autosomal dominant polycystic kidney disease
Nilotinib Capsules 150 mg.,nilotinib,0.872,100.0,52.94117647058824,Fuzzy,29.09.10,4/27/06,Treatment of newly diagnosed adult patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+CML) in chronic phase.,Treatment of chronic myelogenous leukemia
Plerixafor Injection 20mg/ml,plerixafor,0.8714285714285714,100.0,52.63157894736843,Fuzzy,31.01.12,7/10/03,In combination with Granulocyte Colony Stimulating Factor (G-CSF) to enhance mobilisation of hematopoietic stem cells to the peripheral blood for collection and subsequent autologous hematopoeitic stem cells transplantation in patients with non-Hodgkinâ??sÞ¡,For use to improve the yield of progentor cells in the apheresis product for subsequest stem cell transplantation following myelosuppressive or myeloablative chemotherapy
Dabrafenib capsule 50mg/75mg,dabrafenib,0.8714285714285714,100.0,52.63157894736843,Fuzzy,18.01.17,2/8/16,As a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an appropriate test. In combination with Trametinib for the treatment of patients with unresectable or metastatic melanoma witÞ¡,Treatment of malignant glioma with BRAF V600 mutation
Nimodipine tablets/injection,nimodipine,0.8714285714285714,100.0,52.63157894736843,Fuzzy,31/08/1992,9/16/11,"In the treatment and prevention of ischaemic neurological deficit occuring due to arterial spasm, following sub arachnoid haemorrhage.",Treatment of subarachnoid hemorrhage.
Trametinib 0.5mg/2mg tablets,trametinib,0.8714285714285714,100.0,52.63157894736843,Fuzzy,18.01.17,12/20/10,As a monotherapy and in combination with Dabrafenib for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an appropriate test.,Treatment of Stage IIb through Stage IV melanoma
Bendamustine Hydrochloride lyophilised injection 25mg (Additional strength),bendamustine hydrochloride,0.8712328767123289,100.0,52.52525252525253,Fuzzy,19.09.14,11/26/13,Treatment of patients with chronic lymphocytic leukemia.,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
Lamotrigine MR Tablets 50/100mg,Lamotrigine,0.8709677419354839,100.0,52.38095238095239,Fuzzy,17.12.08,8/23/95,For the treatment of bipolar I disorder. (addl. Indication).,Treatment of Lennox-Gastaut syndrome.
Terlipressin acetate injection i.v,terlipressin,0.8705882352941177,100.0,52.17391304347826,Fuzzy,22/07/1995,10/29/04,In the treatment of bleeding oesophagal varices.,Treatment of Hepatorenal Syndrome
Midodrine Hydrochloride 2.5 mg Tablet,Midodrine HCl,0.8702702702702703,81.81818181818181,52.0,Fuzzy,02.09.16,6/21/85,For the treatment of symptomatic orthostatic hypotension.,Treatment of patients with symptomatic orthostatic hypotension.
Midazolam Hcl Syrup 2mg/ml,midazolam,0.8692307692307693,100.0,51.42857142857142,Fuzzy,18.12.09,10/20/09,"For selection,anxiolysis and amnesia prior to diagnostic, therapeutic or endoscopic procedure or before induction of anesthesia.","Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)"
Ofloxacin eye drops (3mg/ml),Ofloxacin,0.8692307692307693,100.0,51.42857142857142,Fuzzy,14/06/2005,4/18/91,For addditional indication; for the topical treatment of external infection of eyes in adults & children above 1 year.,Treatment of bacterial corneal ulcers.
Tadalafil Tablet 2.5mg/5mg,tadalafil,0.8692307692307693,100.0,51.42857142857142,Fuzzy,27.02.13,12/18/06,1.For the treatment of erectile dysfunction. 2. For the treatment of erectile dysfunction with benign prostatic hyperplasia.,Treatment of pulmonary arterial hypertension
Tacrolimus PR Caps 0.5/1/5 mg,Tacrolimus,0.8689655172413794,100.0,51.28205128205128,Fuzzy,24.05.10,6/6/05,For Prophylaxis of transplant rejection in adult kidney or liver allograft rejection.,Prophylaxis of organ rejection in patients receiving heart transplants.
Tinidazole + Diloxanide furoate,tinidazole,0.8689655172413794,100.0,51.28205128205128,Fuzzy,1984-September,4/18/02,,Treatment of giardiasis
Fomepizole Bulk &1.5gm/Ampoule,fomepizole,0.8689655172413794,100.0,51.28205128205128,Fuzzy,14.03.16,12/22/88,"As an antidote for Ethylene glycol or Methanol used poisoning or for use in suspected Ethylene glycol or Methanol ingestion, either alone or in combination with hemodialysis.",Treatment of methanol or ethylene glycol poisoning.
Ruxolitinib Tablet 5mg/15mg/20mg,ruxolitinib,0.86875,100.0,51.162790697674424,Fuzzy,28.01.13,11/3/16,"For the treatment of patients with myelofibrosis including primary myelofibrosis, post-polycythemia vera myelofibrosis or post-essential thrombocythemia myelofibrosis.",Treatment of graft versus host disease
Azacitidine Injection 100mg/vial,azacitidine,0.86875,100.0,51.162790697674424,Fuzzy,01.09.15,7/28/21,For the treatment of adult patients with all subtypes of Myelodysplastic Syndrome.,Treatment of Juvenile myelomonocytic leukemia
Dexamethasone sodium metasulphobenzoate,dexamethasone,0.8666666666666666,100.0,50.0,Fuzzy,1962- April,3/26/18,"Corticosteroid, anti-inflammatory.",Treatment of multiple myeloma (MM)
Sildenafil Citrate 20mg Tablet,sildenafil,0.8666666666666666,100.0,50.0,Fuzzy,23.01.07,7/28/11,For the treatment of pulmonary arterial hypertension (WHO group I) to improve excercise ability.,Treatment of pediatric (defined as children less than 17 years of age) pulmonary arterial hypertension
Tadalafil 10mg/20mg Tablets,tadalafil,0.8666666666666666,100.0,50.0,Fuzzy,11/9/2003,12/18/06,For the treatment of erectile dysfunction in adult men.,Treatment of pulmonary arterial hypertension
Imatinib Mesylate 100/400mg Tablets (Addl. Indication),imatinib mesylate,0.8666666666666666,100.0,50.0,Fuzzy,05.04.10,11/1/01,Adjuvant treatment of adult patients following resection of gastrointestinal stromal tumours (GIST).,Treatment of gastrointestinal stromal tumors
"Pegaspargase Injection 3,750 IU/5 mL",Pegaspargase,0.8666666666666666,100.0,50.0,Fuzzy,07.03.14,10/20/89,Indicated as a component of multi agent chemotherapeutic regimen for the treatment of patients with acute lymphoblastic leukemia who are hypersensitive to asparaginase.,Treatment of acute lymphocytic leukemia.
Posaconazole Oral Suspension 40mg/ml,posaconazole,0.8666666666666666,100.0,50.0,Fuzzy,18.07.09,10/4/16,"For the treatment of oropharyngeal candidiasis, including oropharyngeal candidiasis refractory to itraconazole and/or fluconazole.Â For prophylaxis of invasive Aspergillus and Candida infections in patients, 13 years of age and older, who are at high risk Þ¡",Treatment of invasive aspergillosis
Acyclovir SR Tablet 1200 mg,acyclovir,0.8666666666666666,100.0,50.0,Fuzzy,11.09.10,12/13/10,For the treatment of uncomplicated Herbis Zoster in immunocompetent patients.,Treatment of acute herpetic keratitis caused by Herpes Simplex Virus type 1 and 2
Amphotericin B Lipid suspension 50mg/ vial (Addl. Strength),Amphotericin B lipid complex,0.8648751248751249,83.33333333333333,60.24096385542168,Fuzzy,12.12.08,12/5/91,Additional Strength.,Treatment of invasive fungal infections.
Paclitaxel (protein bound particle) for injectable suspension (paclitaxel (100mg) + Albumin Human 900mg per 20ml,paclitaxel protein-bound particles,0.8647619047619047,82.75862068965517,48.92086330935251,Fuzzy,11/10/2007,9/3/09,For breast cancer after failure of combination chemotherapy for metastatic disease or relapse within 6 months of adjuvant chemotherapy.,Treatment of pancreatic cancer.
Baclofen E.R capsule (30mg),baclofen,0.8640000000000001,100.0,48.484848484848484,Fuzzy,1/8/2006,11/10/87,"For the symptomatic treatment of neuronal spasticity due to multiple sclerosis, spinal chord, pathology & injury.","Treatment of intractable spasticity caused by spinal cord injury, multiple sclerosis, and other spinal diseases (including spinal ischemia, spinal tumor, transverse myelitis, cervical spondylosis, and degenerative myelopathy)."
Difluprednate Opthalmic Emulsion 0.05% w/v,difluprednate,0.8634146341463416,100.0,48.14814814814815,Fuzzy,01.04.10,9/30/08,For the treatment of inflammation and painÂ  associated with ocular surgery.Â ,Treatment of endogenous and traumatic anterior uveitis and panuveitis.
Ivabradine (Hcl.) 5mg/7.5mg Tablets,ivabradine,0.8625,100.0,47.61904761904761,Fuzzy,03.07.08,3/23/16,For the treatment of chronic stable angina pectoris in patients with normal sinus rhythm who have a contraindication or intolerance for Beta-blockers.,Treatment of pediatric patients (0 through 16 years of age) with dilated cardiomyopathy.
Octreotide long acting release injection,octreotide (oral),0.8616666666666667,80.0,50.90909090909091,Fuzzy,2005-August,6/17/10,,For the oral treatment of acromegaly
Lenalidomide capsule (5mg/10mg /15mg/25mg),lenalidomide,0.8615384615384615,100.0,47.05882352941176,Fuzzy,16.05.07,9/20/01,For the treatment of patients with transfusion dependent anemia due to low or intermediate-1-risk myalodysplastic syndromes associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.,Treatment of multiple myeloma
Daunorubicin,Daunorubicin citrate liposome injection,0.8615384615384615,100.0,47.05882352941176,Fuzzy,1972-December,5/14/93,Anticancer,Treatment of patients with advanced HIV-associated Kaposi's sarcoma.
Imatinib mesilate capsules,imatinib,0.8615384615384615,100.0,47.05882352941176,Fuzzy,4/12/2001,10/11/05,Oncologists only- for chronic myeloid leukemia (CML) in blast crisis accelerated phase or in chronic phase after failure of IFN-alfa therapy.,Treatment of Philadelphia-positive acute lymphoblastic leukemia
Ritonavir + Lopinavir capsules & oral suspension,Ritonavir powder for oral suspension,0.8615184099055068,81.9672131147541,72.5,Fuzzy,18-01-2001,1/11/17,By RMP- in treatment of HIV infection in combination with other retroviral agents.,Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection
Pemetrexed disodium 500mg/100mg powder for sol. (Addl.indication ),pemetrexed disodium,0.8612903225806452,100.0,46.913580246913575,Fuzzy,08.10.08,8/28/01,In combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,Treatment of malignant pleural mesothelioma
Tranexamic Acid (500mg) + Mefenamic acid (250mg) tablet,tranexamic acid,0.8612244897959184,100.0,46.875,Fuzzy,22/02/2005,12/3/85,For primary dysmenorrhoea and pain associated with menorrhagia in women.,"For use in patients with congenital coagulopathies undergoing surgical procedures, e.g. dental extractions"
