CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
Doxorubicin Hydrochloride,Doxorubicin Liposome,0.894235294117647,70.96774193548387,66.66666666666667,Fuzzy,1975- April,28/06/1999,"Anticancer drug- indicated in the treatment of various types of neoplasia, both acute & chronic leukaemia lymphomata, soft tissue sarcomata, breast and lung cancer.","Treatment of metastatic carcinoma of the ovary in patients with disease that is refractory to both paclitaxel- and platinium-based chemotherapy regimens. Refractory disease is defined as disease that has progressed while on treatment, or within 6 months of completing treatment."
Propranolol + Hydrallazine,Propranolol,0.8916666666666666,100.0,62.857142857142854,Fuzzy,1980-February,14/03/2014,,Treatment of proliferating infantile hemangioma requiring systemic therapy.
Vemurafenib Tablet. 240mg,Vemurafenib,0.8916666666666666,100.0,62.857142857142854,Fuzzy,19.10.12,17/08/2011,For the treatment of patients with unresectable or metastatic melanoma with BRAFV600E mutation as detected by an FDA-approved test. Vemurafenib is not recommended for use in patients with wild-type BRAF melanoma.,Treatment of unresectable or metastatic melanoma with the BRAFV600E mutation as detected by an FDA-approved test.
Bedaquiline Tablet 100 mg,Bedaquiline,0.888,100.0,61.111111111111114,Fuzzy,14.01.15,27/05/2020,"In adults (â?¥ 18 years), as part of combination therapy of pulmonary tuberculosis due to multi-drug resistant Mycobacterium tuberculosis when an effective treatment regimen cannot otherwise be provided.",SIRTURO is a diarylquinoline antimycobacterial drug indicated as part of combination therapy in adult and pediatric patients (5 years and older and weighing at least 15 kg) with pulmonary multi-drug resistant tuberculosis (MDR-TB). Reserve SIRTURO for use when an effective treatment regimen cannot otherwise be provided.
Sofosbuvir Tablet 400mg,Sofosbuvir,0.8869565217391304,100.0,60.60606060606061,Fuzzy,13.01.15,07/04/2017,In combination with other medicinal products for the treatment of chronic hepatitis C (CHC) in adults.,Treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 12 years of age and older or weighing at least 35 kg without cirrhosis or with compensated cirrhosis for use in combination with ribavirin
Mesalazine (5-Amino salicylic acid) tablets,Mesalamine; 5-Aminosalicylic Acid,0.8869049960660897,68.4931506849315,84.93150684931507,Fuzzy,1989-June,26/06/2020,Ulcerative colitis.,Lialda (mesalamine) is indicated for the treatment of mildly to moderately active ulcerative colitis in pediatric patients weighing at least 24 kg.
Methohexital sodium,Methotrexate Sodium,0.8868421052631579,78.94736842105263,78.94736842105263,Fuzzy,1964- April,07/04/1988,Anesthetic (ultra short).,For the use of high dose methotrexate with leucovorin rescue in patients with non-metastatic osteosarcoma who have undergone surgical resection or amputation for the primary tumor.
Levodopa + Carbidopa tablets,Levodopa And Carbidopa,0.8856643356643357,90.0,75.0,Fuzzy,1983-December,09/01/2015,Parkinsonism-for the treatment of Parkinson's disease.,Treatment of motor flucuations in patients with advanced Parkinson's disease
Eliglustat capsules 84mg,Eliglustat,0.8833333333333334,100.0,58.82352941176471,Fuzzy,31.01.17,19/08/2014,"For the long term treatment of adult patients with Gaucher disease type 1 who are CYP2D6 extensive metabolizers (Ems), intermediate metabolizers (Ims), or poor metabolizers (PMs) as detected by an appropriate test.","Long-term treatment of adult patients with Gaucher disease type 1 who are CYP2D6 extensive metabolizers (EMs), intermediate metabolizers (IMs), or poor metabolizers (PMs) as detected by an FDA-cleared test."
Octreotide for injection,Octreotide,0.8833333333333334,100.0,58.82352941176471,Fuzzy,18.05.2007,25/11/1998,"Acromegaly, gastro-entero pancreatic endocrine tumours, carcinoid syndrome, VIPomas, glucagonomas, Zollinger-Ellison syndrome, insulinomas for pre-operative control of hypoglycaemia.",Supression of severe diarrhea and flushing associated with malignant carcinoid syndrome.
Tacrolimus oral capsules,Tacrolimus,0.8833333333333334,100.0,58.82352941176471,Fuzzy,21/05/2004,29/03/2006,By nephrologists only- for the prophylaxis of organ rejection in patients receiving allogenic kidney transplant.,Prophylaxis of organ rejection in patients receiving allogenic heart transplants.
Triclabendazole bolus and suspension,Triclabendazole,0.8833333333333334,100.0,58.82352941176471,Fuzzy,1988-September,13/02/2019,"Broad spectrum flubicide- Indicated in the treatment of chronic fasciola gigantica, F.hepatica in sheep, goats, cattle and buffaloes.",EGATEN is indicated for the treatment of fascioliasis in patients 6 years of age and older.
Daunorubicin,Daunorubicin Citrate Liposome,0.8827586206896552,100.0,58.53658536585367,Fuzzy,1972-December,08/04/1996,Anticancer,"First line cytotoxic therapy for advanced, HIV related Kaposi's sarcoma."
Methotrexate 0.25% topical gel,Methotrexate,0.8827586206896552,100.0,58.53658536585367,Fuzzy,21-08-2002,25/04/2017,Topical treatment of psoriasis.,"Management of pediatric patients with active polyarticular juvenile idiopathic arthritis (pJIA) who have had an insufficient therapeutic response to, or are intolerant of, an adequate trial of first-line therapy including full dose non-steroidal anti-inflammatory agents (NSAIDs)."
Tobramycin injection,Tobramycin For Inhalation,0.8824705882352941,75.55555555555556,75.55555555555556,Fuzzy,1985-September,22/12/1997,"Antibiotic- Indicated in the treatment of serious bacterial infections such as septicaemia, lower respiratory tract infections, serious central nervous system infections, intra-abdominal infections, complicated & recurrent urinary tract infections, skin &Þ¡",Management of cystic fibrosis patients with P.aeruginosa.
Modafinil tablets & bulk,Modafinil,0.8818181818181818,100.0,58.06451612903225,Fuzzy,16/12/2003,24/12/1998,By neurologists/psychiatrists/specialists only- to improve wakefulness in patients with excessive day time sleepiness associated with narcolepsy.,Improve wakefulness in patients with excessive daytime sleepiness associated with narcolepsy.
Apomorphine HCL-2mg Sublingual tablet,Apomorphine Hcl,0.8810810810810811,100.0,57.692307692307686,Fuzzy,11.12.07,20/04/2004,For the treatment of erectile dysfunction in adult men.,"For the acute, intermittent treatment of hypomobility, ""off"" episodes (""end-of-dose-wearing-off"" and unpredictable :on/off"" episodes) associated with advanced Parkinson's disease"
Etanercept injection (25mg),Etanercept,0.88,100.0,57.14285714285714,Fuzzy,25/02/2005,27/05/1999,For additional indication; for treatment of adult patients with chronic moderate to severe plaque psoriasis who are candiadates of systemic therapy or phototherapy.,Reducing signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis (JIA) in patients ages 2 and older
Ketamine hydrochloride,Cysteamine Hydrochloride,0.8796897546897547,86.95652173913044,86.95652173913044,Fuzzy,1971- August,02/10/2012,Anaesthetic agent,Treatment of corneal cystine crystal accumulation in patients with cystinosis
Bendamustine Hydrochloride Lyophilized powder Injection 100mg/ vial,Bendamustine Hydrochloride,0.8787878787878788,100.0,56.52173913043479,Fuzzy,19.05.09,31/10/2008,For the treatment of patients with chronic lymphocytic leukemia.,Treatment of Indolent B-cell non-Hodgkin lymphoma (NHL) that has progressed during or within six months of treatment with rituximab or a rituximab-containing regimen.
Rifabutin Capsule (150mg),Rifabutin,0.8782608695652174,100.0,56.25,Fuzzy,19/07/2007,23/12/1992,For treatment of pulmonary T.B only in patients co-infected with HIV. (It should never be used as a substitute to Rifampicin in T.B patients without HIV co-infection).,Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infections.
Moxidectin 1% w/v injection,Moxidectin,0.8769230769230769,100.0,55.55555555555556,Fuzzy,16/01/1997,07/02/2025,In the treatment and control of internal and external parasites in cattle.,treatment of onchocerciasis due to Onchocerca volvulus in adult and pediatric patients aged 4 years and older and weighing at least 13 kg
Alectinib capsules 150mg,Alectinib,0.875,100.0,54.54545454545454,Fuzzy,23.01.17,18/04/2024,"For the treatment of patients with anaplastic lymphoma kinase (ALK)-Positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to Crizotinib.","adjuvant treatment in adult patients following tumor resection of anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC) (tumors greater than or equal to 4 cm or node positive), as detected by an FDA-approved test"
Nilotinib Capsules 200mg,Nilotinib,0.875,100.0,54.54545454545454,Fuzzy,14.07.10,22/03/2018,For the treatment of chronic and accelerated phase Philadelphia chromosome positive chronic myelogenous leukemia (CML) in adult patients resistant to or intolerant to prior therapy that included imatinib.,TASIGNA (nilotinib) is indicated for the treatment of pediatric patients greater than or equal to 1 year of age with newly diagnosed Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase and pediatric patients greater than or equal to 1 year of age with chronic phase Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) with resistance or intolerance to prior tyrosine-kinase inhibitor (TKI) therapy.
PEG-interferon alfa-2a,Peginterferon Alfa-2B,0.8743434343434343,79.06976744186046,93.02325581395348,Fuzzy,13/03/2003,29/03/2011,"For treatment of multiple myeloma kaposi's sarcoma in AIDS patients with malignant neoplasia, hairy cell leukemia, chronic myelogenous leukemia, chronic active hep.B & C",Adjuvant treatment of melanoma with microscopic or gross nodal involvement within 84 days of definitive surgical resection including complete lymphadenectomy
Topiramate sprinkle capsule,Topiramate,0.874074074074074,100.0,54.054054054054056,Fuzzy,24/12/2001,28/08/2001,Additional strength.,As adjunctive therapy in patients two years and older with siezures associated with Lennox-Gastaut syndrome.
Colfosceril palmitate inj.,"Colfosceril Palmitate, Cetyl Alcohol, Tyloxapol",0.8737777777777778,91.30434782608695,62.857142857142854,Fuzzy,1/12/1993,02/08/1990,"New born babies with birth weight of 700gm or greater, undergoing mechanical ventilation of respiratory distress syndrome, whose heart rate and arterial oxygenation are continuously monitored.","Prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages"
Pemetrexed Disodium 500mg/100mg Powder for Injection,Pemetrexed Disodium,0.8730769230769231,100.0,53.52112676056338,Fuzzy,30.10.12,04/02/2004,As monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has to progressed immediately following platinum based chemotherapy.,Treatment of patients with malignant pleural mesothelioma whose disease is either unresectable or who are otherwise not candidates for curative surgery
Tolvaptan Tablets 15/30mg,Tolvaptan,0.872,100.0,52.94117647058824,Fuzzy,06.09.2012,23/04/2018,"For the treatment of clinically significant hypervolemic and euvolemic hyponatremia [serum sodium < 125mEq/L or less marked hyponatremia that is symptomatic and has resisted correction with fluid restriction], including patients with heart failure, cirhosÞ¡",JYNARQUE is indicated to slow kidney function decline in adults at risk of rapidly progressing autosomal dominant polycystic kidney disease (ADPKD)
Dabrafenib capsule 50mg/75mg,Dabrafenib,0.8714285714285714,100.0,52.63157894736843,Fuzzy,18.01.17,16/03/2023,As a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an appropriate test. In combination with Trametinib for the treatment of patients with unresectable or metastatic melanoma witÞ¡,"in combination with trametinib, for the treatment of pediatric patients 1 year of age and older with low-grade glioma (LGG) with a BRAF V600E mutation who require systemic therapy"
Nimodipine tablets/injection,Nimodipine,0.8714285714285714,100.0,52.63157894736843,Fuzzy,31/08/1992,10/05/2013,"In the treatment and prevention of ischaemic neurological deficit occuring due to arterial spasm, following sub arachnoid haemorrhage.","Improvement of neurological outcome by reducing the incidence and severity of ischemic deficits in adult patients with subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms regardless of their post-ictus neurological condition (i.e., Hunt and Hess Grades I-V)."
Plerixafor Injection 20mg/ml,Plerixafor,0.8714285714285714,100.0,52.63157894736843,Fuzzy,31.01.12,15/12/2008,In combination with Granulocyte Colony Stimulating Factor (G-CSF) to enhance mobilisation of hematopoietic stem cells to the peripheral blood for collection and subsequent autologous hematopoeitic stem cells transplantation in patients with non-Hodgkinâ??sÞ¡,To enhance mobilization of hematopoietic stem cells to the peripheral blood for collection and subsequent autologous transplantation in patients with lymphoma and multiple myeloma
Trametinib 0.5mg/2mg tablets,Trametinib,0.8714285714285714,100.0,52.63157894736843,Fuzzy,18.01.17,29/05/2013,As a monotherapy and in combination with Dabrafenib for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an appropriate test.,Treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA approved test.
Terlipressin acetate injection i.v,Terlipressin,0.8705882352941177,100.0,52.17391304347826,Fuzzy,22/07/1995,14/09/2022,In the treatment of bleeding oesophagal varices.,To improve kidney function in adults with hepatorenal syndrome with rapid reduction in kidney function
Midodrine Hydrochloride 2.5 mg Tablet,Midodrine Hcl,0.8702702702702703,81.81818181818181,52.0,Fuzzy,02.09.16,06/09/1996,For the treatment of symptomatic orthostatic hypotension.,Treatment of symptomatic orthostatic hypotension.
Tadalafil Tablet 2.5mg/5mg,Tadalafil,0.8692307692307693,100.0,51.42857142857142,Fuzzy,27.02.13,22/05/2009,1.For the treatment of erectile dysfunction. 2. For the treatment of erectile dysfunction with benign prostatic hyperplasia.,Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability
Fomepizole Bulk &1.5gm/Ampoule,Fomepizole,0.8689655172413794,100.0,51.28205128205128,Fuzzy,14.03.16,08/12/2000,"As an antidote for Ethylene glycol or Methanol used poisoning or for use in suspected Ethylene glycol or Methanol ingestion, either alone or in combination with hemodialysis.","Use for suspected or confirmed methanol poisoning, either alone or in combination with hemodialysis"
Azacitidine Injection 100mg/vial,Azacitidine,0.86875,100.0,51.162790697674424,Fuzzy,01.09.15,20/05/2022,For the treatment of adult patients with all subtypes of Myelodysplastic Syndrome.,Treatment of pediatric patients aged one month and older with newly diagnosed juvenile myelomonocytic leukemia (JMML)
Ruxolitinib Tablet 5mg/15mg/20mg,Ruxolitinib,0.86875,100.0,51.162790697674424,Fuzzy,28.01.13,22/09/2021,"For the treatment of patients with myelofibrosis including primary myelofibrosis, post-polycythemia vera myelofibrosis or post-essential thrombocythemia myelofibrosis.",Treatment of chronic graft-versus-host disease (cGVHD) after failure of one or two lines of systemic therapy in adult and pediatric patients 12 years and older
Ritonavir caps,Ritonavir Powder For,0.8671428571428571,78.26086956521739,64.70588235294117,Fuzzy,08-09-1997 to 08-09-1999,07/06/2017,In the treatment of advanced HIV infection-by qualified physician not below the age of 12 years to administer.,Used in combination with other antiretroviral agents for the treatment of patients with HIV-1 infection
Acyclovir SR Tablet 1200 mg,Acyclovir,0.8666666666666666,100.0,50.0,Fuzzy,11.09.10,29/03/2019,For the treatment of uncomplicated Herbis Zoster in immunocompetent patients.,AVACLYR is a sterile topical antiviral indicated for the treatment of acute herpetic keratitis (dendritic ulcers) in patients with herpes simplex (HSV-1 and HSV-2) virus.
"Pegaspargase Injection 3,750 IU/5 mL",Pegaspargase,0.8666666666666666,100.0,50.0,Fuzzy,07.03.14,01/02/1994,Indicated as a component of multi agent chemotherapeutic regimen for the treatment of patients with acute lymphoblastic leukemia who are hypersensitive to asparaginase.,Combination chemotherapy for the treatment of patients with acute lymphoblastic leukemia who are hypersensitive to native forms of L-asparaginase.
Posaconazole Oral Suspension 40mg/ml,Posaconazole,0.8666666666666666,100.0,50.0,Fuzzy,18.07.09,17/06/2021,"For the treatment of oropharyngeal candidiasis, including oropharyngeal candidiasis refractory to itraconazole and/or fluconazole.Â For prophylaxis of invasive Aspergillus and Candida infections in patients, 13 years of age and older, who are at high risk Þ¡",Treatment of invasive aspergillosis in adults and pediatric patients 13 years of age and older
Paclitaxel (protein bound particle) for injectable suspension (paclitaxel (100mg) + Albumin Human 900mg per 20ml,Paclitaxel Protein-Bound Particles,0.8647619047619047,82.75862068965517,48.92086330935251,Fuzzy,11/10/2007,06/09/2013,For breast cancer after failure of combination chemotherapy for metastatic disease or relapse within 6 months of adjuvant chemotherapy.,"Treatment of metastatic adenocarcinoma of the pancreas as first-line treatment, in combination with gemcitabine."
Triptorelin for injection,Triptorelin Pamoate,0.864561403508772,73.33333333333333,63.63636363636363,Fuzzy,05.01.12,29/06/2017,For the treatment of prostate cancer,Treatment of pediatric patients 2 years of age and older with central precocious puberty
Difluprednate Opthalmic Emulsion 0.05% w/v,Difluprednate,0.8634146341463416,100.0,48.14814814814815,Fuzzy,01.04.10,13/06/2012,For the treatment of inflammation and painÂ  associated with ocular surgery.Â ,Treatment of endogenous anterior uveitis
Norethindrone acetate,Lanreotide Acetate,0.8627645502645502,76.92307692307692,76.92307692307692,Fuzzy,1961- June,16/12/2014,Twice as potent as the parent drug.,"Treatment of patients with unresectable,well- or moderately-differentiated locally advanced or metastatic gastroenteropancreatic neuroendocrine tumors to improve progression-free survival"
Ivabradine (Hcl.) 5mg/7.5mg Tablets,Ivabradine,0.8625,100.0,47.61904761904761,Fuzzy,03.07.08,22/04/2019,For the treatment of chronic stable angina pectoris in patients with normal sinus rhythm who have a contraindication or intolerance for Beta-blockers.,"Corlanor is indicated for the treatment of stable symptomatic heart failure due to dilated cardiomyopathy (DCM) in pediatric patients aged 6 months and older, who are in sinus rhythm with an elevated heart rate."
Lenalidomide capsule (5mg/10mg /15mg/25mg),Lenalidomide,0.8615384615384615,100.0,47.05882352941176,Fuzzy,16.05.07,29/06/2006,For the treatment of patients with transfusion dependent anemia due to low or intermediate-1-risk myalodysplastic syndromes associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities.,For use in combination with dexamethasone for the treatment of multiple myeloma patients who have received at least one prior therapy
Pirfenidone film coated tablet ...200mg,Pirfenidone,0.861111111111111,100.0,46.808510638297875,Fuzzy,14.09.10,15/10/2014,For the treatment of idiopathic pulmonary fibrosis.,Treatment of idiopathic pulmonary fibrosis
Eribulin mesylate solution for injection 0.88mg / 2ml vial,Eribulin Mesylate,0.8607142857142858,100.0,46.57534246575342,Fuzzy,27.01.12,28/01/2016,For the treatment of patients with locally advanced or metastatic breast cancer who have progressed after at least two chemotherapeutic regimens for advanced disease. Prior therapy should have included an anthracycline and a taxane unless patients were Þ¡,Treatment of patients with unresectable or metastatic liposarcoma who have received a prior anthracyclne-containing regimen
"Nitazoxanide oral tablet, oral suspension",Nitazoxanide,0.86,100.0,46.15384615384615,Fuzzy,17/03/2004,22/11/2002,,Treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia
"Afatinib Tablet 20, 30, 40 mg",Afatinib,0.8592592592592593,100.0,45.714285714285715,Fuzzy,30.12.14,15/04/2016,For â??treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with Epidermal Growth Factor Receptor (EGFR) mutationâ?�,"Treatment of patients with metastatic, squamous, non-small cell lung cancer progressing after platinum-based chemotherapy"
Bortezomib for injection (3.5mg/vial),Bortezomib,0.8571428571428571,100.0,44.44444444444444,Fuzzy,18/05/2005,08/12/2006,For the treatment of myeloma patients.,Treatment of patients with mantle cell lymphoma who have received at least 1 prior therapy.
Calfactant intratracheal suspension,Calfactant,0.8571428571428571,100.0,44.44444444444444,Fuzzy,16.12.10,01/07/1998,i) As a prophylaxis therapy for premature infants < 29 weeks of gestational age at significant risk for respiratory distress syndrome (RDS). Ii) For the treatment of infants â?¤ 72 hours of age with RDS (confirmed by clinical and radiologic findings) and reÞ¡,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.
Trastuzumab powder concentrate infusion,Trastuzumab,0.8564102564102564,100.0,43.99999999999999,Fuzzy,10/7/2000,20/10/2010,By cancer specialist-in metastatic breast cancer who have tumours that over express human epidermal growth factor receptor-2 (HER2),"Treatment of patients with HER2 overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma, who have not received prior treatment for metastatic disease"
Mesna oral tablets,Mesna,0.8555555555555555,100.0,43.47826086956522,Fuzzy,5/5/2004,30/12/1988,"By oncologist- for the prevention of urothelical toxicity including haemorrhagic cyctitis, microhaematuria and macrohaematuria in patients with ifosfamide and cyclophosphamide in doses considered to be urotoxic.",
Eltrombopag (as Olamine) Tablets ...25mg / 50mg,Eltrombopag,0.855,100.0,43.13725490196079,Fuzzy,19.10.10,16/11/2018,"For the treatment of thrombocytopenia in patients with chronic immune (idiopathic) thrombocytopenic purpura who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy. (It should be used only in patients with ITP whose degreÞ¡",PROMACTA is indicated in combination with standard immunosuppressive therapy for the first-line treatment of adult and pediatric patients 2 years and older with severe aplastic anemia.
Calcium acetate 435mg + Magnesium carbonate 235mg tablets,Calcium Acetate,0.8545454545454545,100.0,42.85714285714286,Fuzzy,05.03.10,10/12/1990,For the management of hyperphosphatemia in adults patients with renal failure being treated with dialysis (hemodialysis or peritoneal dialysis).,
Ambrisentan film coated Tablets 5 mg / 10mg,Ambrisentan,0.853658536585366,100.0,42.307692307692314,Fuzzy,28.05.10,15/06/2007,For the treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening.,Treatment of pulmonary arterial hypertension (WHO group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening
Dexrazoxane powder for inj (lyophilized) IV,Dexrazoxane,0.853658536585366,100.0,42.307692307692314,Fuzzy,26-02-2002,06/09/2007,Prevention of cardiotoxicity of doxorubicin containing chemotherapy regimens.,Treatment of extravasation resulting from IV anthracycline chemotherapy
Caffeine citrate oral solution,Caffeine,0.8533333333333333,100.0,42.10526315789473,Fuzzy,21.07.09,21/09/1999,For the short treatment of apnoea of prematurity in infants between 28 and <33 weeks gestational age.,Short term treatment of apnea of prematurity in infants between 28 and less than 33 weeks gestational age.
Temozolomide powder for solution for infusion,Temozolomide,0.8533333333333333,100.0,42.10526315789473,Fuzzy,28.05.10,15/03/2005,"For the treatment of; i) Adult patients with newly-diagnosed glioblastoma multiforme concomitantly with radiotherapy (RT) and subsequently as monotherapy treatment. Ii) Children from the age of three years, adolescents and adult patients with malignant giÞ¡",Treatment of adult patients with newly diagnosed glioblastoma multiforme concomitatly with radiotherapy and then as maintenance treatment
Rifaximin Dispersible Tablet 200mg,Rifaximin,0.8529411764705882,100.0,41.860465116279066,Fuzzy,26.11.09,24/03/2010,For infections diarrhoea in adults.,Reduction in the risk of overt hepatic encephalopathy (HE) recurrence in patients greater than or equal to 18 years of age
Sorafenib (as Tosylate) (200mg) Tablet,Sorafenib,0.8529411764705882,100.0,41.860465116279066,Fuzzy,01.08.07,16/11/2007,For the treatment of patients with advanced renal cell carcinoma.,Treatment of unresectable hepatocellular carcinoma
Collagenase ointment,Collagenase Clostridium Histolyticum,0.8526797385620916,70.96774193548387,57.14285714285714,Fuzzy,5/5/1994,02/02/2010,In the treatment for debriding chronic dermal and severely burn areas.,Treatment of adult patients with Dupuytren's contracture with a palpable cord
Deferasirox 100mg dis.tablet(addl. strength),Deferasirox,0.8523809523809524,100.0,41.509433962264154,Fuzzy,28.11.07,18/05/2017,As Approved,Treatment of chronic iron overload in patients 10 years of age and older with non-transfusion-dependent thalassemia (NTDT) syndromes and with a liver iron concentration (LIC) of at least 5 milligrams of iron per gram of liver dry weight (mg Fe/g dw) and a serum ferritin greater than 300 mcg/L.
Tenofovir Disoproxil Fumerate 300mg,Tenofovir,0.8514285714285714,100.0,40.90909090909091,Fuzzy,19.06.09,24/03/2010,For the treatment of chronic Hepatitis B in adults.,Treatment of HIV infection in combination with other antiretroviral agents in patients 12 to less than 18 years of age
Deflazacort Tablet 18mg (Additional Strength),Deflazacort,0.8511627906976744,100.0,40.74074074074075,Fuzzy,30.01.10,07/06/2019,Same as approved,EMFLAZA is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients 2 years of age and older.
Ceritinib Hard gelatin Capsule150 mg,Ceritinib,0.85,100.0,40.0,Fuzzy,03.07.15,26/05/2017,For the treatment of patients withÂ anaplasticÂ lymphomaÂ kinaseÂ (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who haveÂ progressed on or are intolerant toÂ crizotinib.,Treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors are anaplastic lymphoma kinase (ALK)-positive as detected by an FDA-approved test
Ibrutinib 140mg Hard gelatin Capsule,Ibrutinib,0.85,100.0,40.0,Fuzzy,07.10.15,02/08/2017,For the treatment of adult patients with:-mantle cell lymphoma (MCL) who have recieved at least one prior therapy.-Chronic Lymphocytic leukemia (CLL) who have recieved at least one prior therapy.- Chronic lymphocytic leukemia with 17p deletion.,Treatment of adult patients with chronic graft versus host disease (cGVHD) after failure of one or more lines of systemic therapy.
Lenvatinib hard gelatin capsule 4mg/10mg,Lenvatinib,0.85,100.0,40.0,Fuzzy,02.12.16,15/08/2018,"For the treatment of patients with locally recurrent or metastatic, progressive, radioactive iodine refractory differentiated thyroid cancer.",LENVIMA is indicated for the first-line treatment of patients with unresectable hepatocellular carcinoma (HCC)
Panobinostat hard gelatin capsule 10mg/15mg/20mg,Panobinostat,0.85,100.0,40.0,Fuzzy,27.03.16,23/02/2015,"In combination with bortezomib and dexamethasone, is indicated for the treatment of patients with multiple myeloma, who received at least 1 prior therapy.","FARYDAK (panobinostat) in combination with bortezomib (BTZ) and dexamethasone (DEX) for the treatment of patients with multiple myeloma who have received at least 2 prior regimens, including bortezomib and an immunomodulatory agent"
Rifampicin + Isoniazid,"Rifampin, Isoniazid, Pyrazinamide",0.8494227504244481,70.58823529411765,70.58823529411764,Fuzzy,1983-June,31/05/1994,,Short-course treatment of tuberculosis.
Nintedanib soft Gelatin Capsule 100/150mg,Nintedanib,0.8487804878048781,100.0,39.21568627450981,Fuzzy,11.03.16,06/09/2019,For the treatment of Idiopathic Pulmonary Fibrosis (IPF).,OFEV is indicated to slow the rate of decline in pulmonary function in patients with systemic sclerosis associated interstitial lung disease (SSc-ILD).
Dasatinib Tablets 100mg (addl. Strength),Dasatinib,0.8486486486486486,100.0,39.13043478260869,Fuzzy,10.07.09,09/11/2017,Same as approved.,Treatment of pediatric patients with Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) in chronic phase
Rituximab (finished formulation import),Rituximab,0.8486486486486486,100.0,39.13043478260869,Fuzzy,10/7/2000,27/09/2019,By cancer specialist-for the treatment of patients with relapsed or chemo resistant indolent B cell non-hodgkins lymphomas.,"RITUXAN, in combination with glucocorticoids, is indicated for the treatment of adult and pediatric patients 2 years of age and older with Granulomatosis with Polyangiitis (GPA) (Wegener?s Granulomatosis) and Microscopic Polyangiitis (MPA)"
Icodextrin 7.5% peritoneal dialysis solution,Icodextrin,0.8465116279069768,100.0,37.735849056603776,Fuzzy,8/6/2006,20/12/2002,For peritoneal dialysis.,For use as a single daily exchange for the long (8-16 hour) dwell during continuous ambulatory peritoneal dialysis (CAPD) or automated peritoneal dialysis (APD) for the management of chronic renal failure.
Crizotinib hard gelatin Capsules 200mg/250mg,Crizotinib,0.8454545454545456,100.0,37.03703703703704,Fuzzy,16.12.11,11/03/2016,For the treatment of patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) that is anaplastic lymphoma kinase (ALK) â?? positive as detected by an FDA-approved test.,Treatment of patients with metastatic NSCLC whose tumors are ROS1-positive
Abatacept powder for injection 250mg/vial,Abatacept,0.8439024390243902,100.0,36.0,Fuzzy,22.07.08,15/12/2021,"For the treatment of adult patients with severe active rheumatoid arthritis, who had an inadequate response to one more DMARDs such as methotrexate or TNF antagonists.","prophylaxis of acute graft versus host disease (aGVHD), in combination with a calcineurin inhibitor and methotrexate, in adults and pediatric patients 2 years of age and older undergoing hematopoietic stem cell transplantation (HSCT) from a matched or 1 allele-mismatched unrelated-donor"
Somatropin (r human growth hormone) (old molecule),Somatropin,0.8434782608695652,100.0,35.71428571428571,Fuzzy,20-12-2000,30/12/1996,By endorinologists- growth failure due to in adequate secretion of normal endogenous growth hormone.,Treatment of short stature associated with Turner syndrome in patients whose epiphyses are not closed.
Beractant intratracheal suspension (sterile),Beractant,0.8428571428571429,100.0,35.29411764705882,Fuzzy,2/10/2000,02/07/1991,Indicated for the prevention and treatment of respiratory distress syndrome in prematute infants.,Prevention of RDS (hyaline membrane disease) in premature infants less than 1250 grams birthweight or with evidence of surfactant deficiency
