CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
Pegaspargase,Pegaspargase,1.0,100.0,100.0,Fuzzy,3/7/2014,01/02/1994,Treatment of acute lymphoblastic leukemia in patients hypersensitive to asparaginase,Combination chemotherapy for the treatment of patients with acute lymphoblastic leukemia who are hypersensitive to native forms of L-asparaginase.
Pemetrexed disodium,Pemetrexed Disodium,1.0,100.0,100.0,Fuzzy,10/8/2008,04/02/2004,"In combination with cisplatin, first-line treatment of advanced/metastatic non-small cell lung cancer (non-squamous)",Treatment of patients with malignant pleural mesothelioma whose disease is either unresectable or who are otherwise not candidates for curative surgery
Pentosan polysulfate sodium,Pentosan Polysulfate Sodium,1.0,100.0,100.0,Fuzzy,5/11/2010,26/09/1996,Relief of bladder pain or discomfort associated with interstitial cystitis,Relief of bladder pain or discomfort associated with interstitial cystitis.
Pilocarpine,Pilocarpine,1.0,100.0,100.0,Fuzzy,6/24/1999,22/03/1994,Management of intraocular pressure in glaucoma,Treatment of symptoms of xerostomia from salivary gland hypofunction caused by radiotherapy for cancer of the head and neck.
Pirfenidone,Pirfenidone,1.0,100.0,100.0,Fuzzy,9/14/2010,15/10/2014,Treatment of idiopathic pulmonary fibrosis,Treatment of idiopathic pulmonary fibrosis
Plerixafor,Plerixafor,1.0,100.0,100.0,Fuzzy,1/31/2012,15/12/2008,Used with G-CSF to mobilize hematopoietic stem cells in non-Hodgkin’s lymphoma and multiple myeloma,To enhance mobilization of hematopoietic stem cells to the peripheral blood for collection and subsequent autologous transplantation in patients with lymphoma and multiple myeloma
Posaconazole,Posaconazole,1.0,100.0,100.0,Fuzzy,12/20/2011,17/06/2021,Treatment of zygomycosis refractory or intolerant to other therapy,Treatment of invasive aspergillosis in adults and pediatric patients 13 years of age and older
Propranolol,Propranolol,1.0,100.0,100.0,Fuzzy,12/1/1987,14/03/2014,,Treatment of proliferating infantile hemangioma requiring systemic therapy.
Regorafenib,Regorafenib,1.0,100.0,100.0,Fuzzy,7/1/2014,25/02/2013,Treatment of metastatic colorectal cancer after prior therapies,"Treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumor (GIST) who have been previously treated with imatinib mesylate and sunitinib malate."
Ribavirin,Ribavirin,1.0,100.0,100.0,Fuzzy,11/1/2006,29/07/2003,"Additional indication: 24-week regimen for hepatitis C (genotype 1), low viral load, HCV RNA negative at 4 weeks",Treatment of chronic hepatitis C among previously untreated pediatric patients at least three years of age or older.
Rifabutin,Rifabutin,1.0,100.0,100.0,Fuzzy,7/19/2007,23/12/1992,Treatment of pulmonary tuberculosis in HIV co-infected patients,Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infections.
Rifaximin,Rifaximin,1.0,100.0,100.0,Fuzzy,8/18/2011,24/03/2010,Reduction in risk of overt hepatic encephalopathy recurrence in adults (≥18 years),Reduction in the risk of overt hepatic encephalopathy (HE) recurrence in patients greater than or equal to 18 years of age
Riluzole,Riluzole,1.0,100.0,100.0,Fuzzy,10/17/1997,12/12/1995,Treatment of amyotrophic lateral sclerosis (ALS),Treatment of patients with amyotrophic lateral sclerosis. Riluzole extends survival and/or time to tracheostomy.
Rituximab,Rituximab,1.0,100.0,100.0,Fuzzy,7/10/2000,27/09/2019,Treatment of relapsed or chemo-resistant indolent B-cell NHL (specialist use),"RITUXAN, in combination with glucocorticoids, is indicated for the treatment of adult and pediatric patients 2 years of age and older with Granulomatosis with Polyangiitis (GPA) (Wegener?s Granulomatosis) and Microscopic Polyangiitis (MPA)"
Ruxolitinib,Ruxolitinib,1.0,100.0,100.0,Fuzzy,1/28/2013,22/09/2021,Treatment of myelofibrosis,Treatment of chronic graft-versus-host disease (cGVHD) after failure of one or two lines of systemic therapy in adult and pediatric patients 12 years and older
Sildenafil,Sildenafil,1.0,100.0,100.0,Fuzzy,1/23/2007,31/01/2023,Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability,"treatment of pulmonary arterial hypertension (PAH) (WHO Group I) in pediatric patients 1 to 17 years old to improve exercise ability and, in pediatric patients too young to perform standardized exercise testing, pulmonary hemodynamics thought to underly improvements in exercise"
Sirolimus,Sirolimus,1.0,100.0,100.0,Fuzzy,12/31/2002,28/05/2015,Prophylaxis of organ rejection in patients receiving renal transplant with cyclosporins and corticosteroids,Treatment of lymphangioleiomyomatosis (LAM)
Sofosbuvir,Sofosbuvir,1.0,100.0,100.0,Fuzzy,1/13/2015,07/04/2017,Treatment of chronic hepatitis C (with other medications),Treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 12 years of age and older or weighing at least 35 kg without cirrhosis or with compensated cirrhosis for use in combination with ribavirin
Somatropin,Somatropin,1.0,100.0,100.0,Fuzzy,9/5/1994,30/12/1996,Treatment of short stature due to pituitary growth hormone deficiency,Treatment of short stature associated with Turner syndrome in patients whose epiphyses are not closed.
Somatropin (rDNA),Somatropin [Rdna],1.0,100.0,100.0,Fuzzy,11/25/2004,25/07/2001,"Adult or childhood growth hormone deficiency, idiopathic short stature",For long-term treatment of growth failure in children born small for gestational age who fail to manifest catch-up growth by two years of age.
Sorafenib,Sorafenib,1.0,100.0,100.0,Fuzzy,8/1/2007,16/11/2007,Treatment of advanced renal cell carcinoma,Treatment of unresectable hepatocellular carcinoma
Sotalol,Sotalol (,1.0,100.0,100.0,Fuzzy,8/1/1978,02/07/2009,"Treatment of angina pectoris, hypertension, and cardiac arrhythmias","For use as a substitute for oral sotalol in patients who are unable to take sotalol orally [oral sotalol is indicated for maintenance of normal sinus rhythm in patients with history of highly symptomatic atrial fibrillation /flutter, and for treatment of documented life-threatening ventricular arrhythmias]"
Tacrolimus,Tacrolimus,1.0,100.0,100.0,Fuzzy,4/24/2010,29/03/2006,,Prophylaxis of organ rejection in patients receiving allogenic heart transplants.
Tadalafil,Tadalafil,1.0,100.0,100.0,Fuzzy,2/27/2013,22/05/2009,Treatment of erectile dysfunction; erectile dysfunction with benign prostatic hyperplasia,Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability
Temozolomide,Temozolomide,1.0,100.0,100.0,Fuzzy,1/17/2000,15/03/2005,"Treatment of recurrent malignant glioma (glioblastoma multiforme, anaplastic astrocytoma) in adults",Treatment of adult patients with newly diagnosed glioblastoma multiforme concomitatly with radiotherapy and then as maintenance treatment
Temsirolimus,Temsirolimus,1.0,100.0,100.0,Fuzzy,12/15/2010,30/05/2007,Treatment of advanced renal cell carcinoma,Treatment of advanced renal cell carcinoma
Teriparatide,Teriparatide,1.0,100.0,100.0,Fuzzy,9/4/2003,23/12/1987,Treatment of osteoporosis,
Terlipressin,Terlipressin,1.0,100.0,100.0,Fuzzy,7/22/1995,14/09/2022,Treatment of bleeding esophageal varices,To improve kidney function in adults with hepatorenal syndrome with rapid reduction in kidney function
Tetrabenazine,Tetrabenazine,1.0,100.0,100.0,Fuzzy,3/10/1999,15/08/2008,"Treatment of movement disorders including Huntington’s chorea, hemiballismus, senile chorea",Treatment of chorea associated with Huntington's disease
Thalidomide,Thalidomide,1.0,100.0,100.0,Fuzzy,8/12/2002,25/05/2006,Treatment of erythema nodosum leprosum and multiple myeloma,Treatment of patients with newly diagnosed multiple myeloma
Tinidazole,Tinidazole,1.0,100.0,100.0,Fuzzy,12/1/1983,17/05/2004,,Treatment of giardiasis caused by G. duodenalis (also termed G. lamblia) in both adults and pediatric patients older than three years of age
Tolvaptan,Tolvaptan,1.0,100.0,100.0,Fuzzy,9/6/2012,23/04/2018,"Treatment of hypervolemic and euvolemic hyponatremia, including patients with heart failure, cirrhosis, SIADH",JYNARQUE is indicated to slow kidney function decline in adults at risk of rapidly progressing autosomal dominant polycystic kidney disease (ADPKD)
Topiramate,Topiramate,1.0,100.0,100.0,Fuzzy,12/24/2001,28/08/2001,,As adjunctive therapy in patients two years and older with siezures associated with Lennox-Gastaut syndrome.
Trabectedin,Trabectedin,1.0,100.0,100.0,Fuzzy,4/1/2009,23/10/2015,"Treatment of advanced soft tissue sarcoma after failure of anthracyclines and ifosfamide, or when unsuited to receive these agents",For the treatment of patients with unresectable or metastatic liposarcoma or leiomyosarcoma who received a prior anthracycline-containing regimen
Trametinib,Trametinib,1.0,100.0,100.0,Fuzzy,1/18/2017,29/05/2013,"Treatment of unresectable or metastatic melanoma with BRAF V600E mutation, as monotherapy or with Dabrafenib",Treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA approved test.
Tranexamic acid,Tranexamic Acid,1.0,100.0,100.0,Fuzzy,6/6/2003,30/12/1986,"Abnormal bleeding associated with local hyperfibrinolysis (e.g. pulmonary hemorrhage, epistaxis, renal bleeding, prostate surgery)",Treatment of patients with hemophilia for short term use (2 to 8 days) before and after tooth extraction to reduce or prevent hemorrhage abd reduce the need for replacement therapy
Trastuzumab,Trastuzumab,1.0,100.0,100.0,Fuzzy,7/10/2000,20/10/2010,Treatment of HER2-positive metastatic breast cancer,"Treatment of patients with HER2 overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma, who have not received prior treatment for metastatic disease"
Tretinoin,Tretinoin,1.0,100.0,100.0,Fuzzy,7/1/1974,22/11/1995,Treatment of acne vulgaris,Induction of remission in patients with acute promyelocytic leukemia who are refractory to or unable to tolerate anthracycline based cytotoxic chemotherapeutic regimens.
Triclabendazole,Triclabendazole,1.0,100.0,100.0,Fuzzy,9/1/1988,13/02/2019,"Broad spectrum flukicide for treatment of chronic fascioliasis (F. gigantica, F. hepatica) in livestock",EGATEN is indicated for the treatment of fascioliasis in patients 6 years of age and older.
Vemurafenib,Vemurafenib,1.0,100.0,100.0,Fuzzy,10/19/2012,17/08/2011,Treatment of unresectable/metastatic melanoma with BRAFV600E mutation,Treatment of unresectable or metastatic melanoma with the BRAFV600E mutation as detected by an FDA-approved test.
Zalcitabine,Zalcitabine,1.0,100.0,100.0,Fuzzy,7/26/1993,19/06/1992,Treatment of AIDS,Combination therapy with zidovudine is indicated for the treatment of adult patients with advanced HIV infection (CD4 count < 300) who have demonstrated malignant clinical or immunologic deterioration.
Zidovudine,Zidovudine,1.0,100.0,100.0,Fuzzy,12/18/1998,19/03/1987,Additional strength for HIV,Management of certain adult patients with symptomatic HIV infection (AIDS and advanced ARC) who have a history of cytologically confirmed Pneumocytis carinii pneumonia (PCP) or an absolute CD4 (T4 helper/induccer) lymphocyte count of less than 200/mm in the peripheral blood before therapy is begun
Interferon alfa-2b,Interferon Alfa-2A,0.9777777777777777,94.44444444444444,94.44444444444444,Fuzzy,12/27/2000,19/10/1995,"Treatment of cancers including multiple myeloma, Kaposi’s sarcoma, melanoma, leukemia, and other malignancies (specialist only)",Treatment of chronic myelogenous leukemia.
Amiodarone,Amiodarone Hcl,0.9428571428571428,100.0,83.33333333333334,Fuzzy,4/1/1990,03/08/1995,Treatment of ventricular and supraventricular arrhythmia where other drugs cannot be used; arrhythmia with Wolff-Parkinson-White syndrome,For initiation of treatment and prophylaxis of frequently recurring ventricular fibrillation and hemodynamically unstable ventricular tachycardia in patients refractory to other therapy.
Mefloquine,Mefloquine Hcl,0.9428571428571428,100.0,83.33333333333334,Fuzzy,3/3/1997,03/05/1989,Treatment of severe and chloroquine-resistant malaria including cerebral malaria,Prophylaxis of Plasmodium falciparum malaria which is resistant to other available drugs
Fosphenytoin sodium,Fosphenytoin,0.9263157894736842,100.0,77.41935483870968,Fuzzy,10/1/2002,05/08/1996,"Status epilepticus, seizure prevention/treatment during neurosurgery or head injury",For the control of generalized convulsive status epilepticus.
Metronidazole,Metronidazole (Topical),0.9238095238095239,100.0,76.47058823529412,Fuzzy,7/19/1993,22/11/1988,,
Eflornithine hydrochloride,Eflornithine Hcl,0.9230769230769231,85.71428571428571,76.19047619047619,Fuzzy,3/22/2006,28/11/1990,Reduction of unwanted facial hair in women,
Fenfluramine hydrochloride,Fenfluramine Hci,0.9230769230769231,85.71428571428571,76.19047619047619,Fuzzy,4/1/1972,25/06/2020,Anti-obesity drug,Fintepla (fenfluramine) is indicated for the treatment of seizures associated with Dravet syndrome in patients 2 years of age and older.
Allopurinol,Allopurinol Sodium,0.9222222222222222,100.0,75.86206896551724,Fuzzy,11/22/2002,17/05/1996,Treatment and prophylaxis of gout,"Management of patients with leukemia, lymphoma, and solid tumor malignancies who are receiving cancer therapy which causes elevations of serum and urinary uric acid levels and who cannot tolerate oral therapy."
Lidocaine,Lidocaine Patch,0.92,100.0,75.0,Fuzzy,6/17/2010,19/03/1999,Relief of pain associated with post-herpetic neuralgia; apply only to intact skin,
Pilocarpine hydrochloride,Pilocarpine Hcl,0.92,84.61538461538461,75.0,Fuzzy,3/13/2003,11/02/1998,Treatment of radiation-induced xerostomia and Sjogren's syndrome,Treatment of dry mouth in patients with Sjogren's syndrome.
Rosuvastatin calcium,Rosuvastatin,0.92,100.0,75.0,Fuzzy,5/24/2010,27/05/2016,"Risk reduction of myocardial infarction, stroke, and arterial revascularization procedures in patients without clinically evident CHD but with multiple risk factors","An adjunct to diet to reduce LDL-C, Total-C, nonHDL-C and ApoB in children and adolescents 7 to 17 years of age with homozygous familial hypercholesterolemia, either alone or with other lipid-lowering treatments (e.g., LDL apheresis)."
"Levodopa, Carbidopa",Levodopa And Carbidopa,0.9191919191919192,100.0,90.0,Fuzzy,12/1/1983,09/01/2015,Treatment of Parkinson's disease,Treatment of motor flucuations in patients with advanced Parkinson's disease
Naltrexone hydrochloride,Naltrexone Hcl,0.9166666666666667,83.33333333333333,73.6842105263158,Fuzzy,10/11/1996,30/11/1984,Treatment of opioid and alcohol dependence,
Selegiline hydrochloride,Selegiline Hcl,0.9166666666666667,83.33333333333333,73.6842105263158,Fuzzy,8/1/1991,05/06/1989,Treatment of Parkinson's disease,
Potassium chloride,Potassium Iodide,0.9162698412698412,82.35294117647058,82.35294117647058,Fuzzy,4/29/2002,12/01/2005,Treatment of potassium deficiency when oral therapy is not feasible,For use as a thyroid blocking agent in pediatric patients exposed to radiactive iodine
Triptorelin,Triptorelin Pamoate,0.9157894736842105,100.0,73.33333333333334,Fuzzy,7/5/1993,29/06/2017,"Treatment of prostate, ovarian, breast cancer, precocious puberty, uterine fibroids, PCOS, and IVF pre-treatment",Treatment of pediatric patients 2 years of age and older with central precocious puberty
Midodrine hydrochloride,Midodrine Hcl,0.9130434782608695,81.81818181818181,72.22222222222221,Fuzzy,9/2/2016,06/09/1996,Treatment of symptomatic orthostatic hypotension,Treatment of symptomatic orthostatic hypotension.
Recombinant human erythropoietin,Recombinant Human Antithrombin,0.9127564102564102,77.41935483870968,77.41935483870968,Fuzzy,2/7/2000,06/02/2009,Autologous blood donation in anaemia due to renal failure or cancer,"Prevention of peri-operative and peri-partum thromboembolic events, in hereditary antithrombin deficient patients."
Ibuprofen,Ibuprofen Lysine,0.9125,100.0,72.0,Fuzzy,4/1/1979,13/04/2006,,"For closure of a clinically significant patent ductus arteriosus in premature infants weighing between 500 and 1500 g, who are no more than 32 weeks gestational age when usual medical management (e.g., fluid restriction, diuretics, respiratory support, etc.) is ineffective"
Balsalazide,Balsalazide Disodium,0.91,100.0,70.96774193548387,Fuzzy,12/11/2002,20/12/2006,Treatment of mild to moderately active ulcerative colitis,Treatment of mildly to moderately active ulcerative colitis in patients 5 years of age and older. Safety and Effectiveness of Colazal beyond 8 weeks in children (ages 5-17) and 12 weeks in adults have not been established.
Doxorubicin,Doxorubicin Liposome,0.91,100.0,70.96774193548387,Fuzzy,8/1/1976,28/06/1999,,"Treatment of metastatic carcinoma of the ovary in patients with disease that is refractory to both paclitaxel- and platinium-based chemotherapy regimens. Refractory disease is defined as disease that has progressed while on treatment, or within 6 months of completing treatment."
Calcium citrate malate,Calcium Acetate,0.9096969696969697,70.27027027027027,70.27027027027026,Fuzzy,2/24/2009,10/12/1990,,
Fluocinolone acetonide,Fluocinolone,0.9090909090909091,100.0,70.58823529411764,Fuzzy,8/1/1962,08/04/2005,Corticosteroid,Treatment of chronic non-infectious uveitis affecting the posterior segment of the eye
Trifluridine,Trifluridine/Tipiracil,0.9090909090909091,100.0,70.58823529411764,Fuzzy,12/8/2011,22/02/2019,Treatment of primary keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex virus types 1 and 2,"LONSURF is indicated for the treatment of adult patients with metastatic gastric or gastroesophageal junction adenocarcinoma previously treated with at least two prior lines of chemotherapy that included a fluoropyrimidine, a platinum, either a taxane or irinotecan, and if appropriate, HER2/neu-targeted therapy."
Sodium picosulphate,Sodium Thiosulfate,0.9086988304093567,81.08108108108108,81.08108108108108,Fuzzy,2/11/1997,20/09/2022,"Constipation, bowel clearance before labor/surgery or radiological exam","To reduce the risk of ototoxicity associated with cisplatin in pediatric patients 1 month of age and older with localized, non-metastatic solid tumors"
Diazoxide,Diazoxide Choline,0.9058823529411765,100.0,69.23076923076923,Fuzzy,8/1/1978,26/03/2025,Treatment of malignant hypertension,treatment of hyperphagia in adults and pediatric patients 4 years of age and older with Prader-Willi syndrome (PWS)
Nafarelin,Nafarelin Acetate,0.9058823529411765,100.0,69.23076923076923,Fuzzy,3/17/1999,26/02/1992,Treatment of endometriosis and central precocious puberty,Treatment of central precocious puberty (gonadotropin-dependent precocious puberty) in children of both sexes.
Irinotecan,Irinotecan Liposome,0.9052631578947368,100.0,68.96551724137932,Fuzzy,5/23/1997,13/02/2024,Treatment of colorectal cancer,"in combination with oxaliplatin, fluorouracil and leucovorin for the first-line treatment of adult patients with metastatic pancreatic adenocarcinoma"
Buserelin acetate,Sermorelin Acetate,0.9052287581699346,85.71428571428571,85.71428571428572,Fuzzy,9/8/2010,26/09/1997,Palliative treatment (initial and maintenance) of hormone-dependent advanced prostate carcinoma (Stage D),
Alendronate sodium,Dantrolene Sodium,0.903050108932462,74.28571428571428,74.28571428571429,Fuzzy,3/6/2000,22/07/2014,,Treatment of malignant hyperthermia in conjunction with appropriate supportive measures and for the prevention of malignant hyperthermia in patients at high risk.
Phenytoin sodium,Phenobarbital Sodium,0.9007142857142857,72.22222222222223,72.22222222222221,Fuzzy,6/13/2007,17/11/2022,Control of generalized tonic-clonic and complex partial seizures; prevention and treatment of neurosurgical seizures,treatment of neonatal seizures in term and preterm infants
Amphotericin B,Amphotericin B Lipid Complex,0.9,100.0,66.66666666666667,Fuzzy,7/18/2009,18/10/1996,Febrile neutropenia in cancer patients,Treatment of invasive fungal infections in patients who are refractory to or intolerant of conventional amphotericin B therapy.
Caffeine citrate,Caffeine,0.9,100.0,66.66666666666667,Fuzzy,7/18/2009,21/09/1999,,Short term treatment of apnea of prematurity in infants between 28 and less than 33 weeks gestational age.
Cytarabine,Cytarabine Liposomal,0.9,100.0,66.66666666666667,Fuzzy,6/1/1980,01/04/1999,Anticancer agent used in treatment of acute myeloid leukemia,Intrathecal treatment of lymphomatous meningitis.
Zinc glucoheptonate,Zinc Acetate,0.8991228070175439,70.96774193548387,70.96774193548387,Fuzzy,2/1/1963,28/01/1997,Mineral supplement,For maintenance treatment of patients with Wilson's disease who have been initially treated with a chelating agent.
Sodium cromoglycate,Sodium Oxybate,0.8977443609022556,72.72727272727272,72.72727272727273,Fuzzy,5/1/1976,01/05/2023,,Treatment of cataplexy or excessive daytime sleepiness (EDS) in adults with narcolepsy
Acotiamide hydrochloride,Amantadine Hydrochloride,0.8964285714285714,79.16666666666667,79.16666666666666,Fuzzy,7/6/2016,24/08/2017,"Treatment of bloating after meals, epigastric bloating, early satiety in functional dyspepsia",treatment of dyskinesia in patients with Parkinson's disease receiving levodopa-based therapy with or without concomitant dopminergic medications
Doxorubicin hydrochloride (liposomal),Doxorubicin Hcl Liposome,0.8954761904761905,77.96610169491525,77.96610169491525,Fuzzy,8/23/2006,17/05/2007,Treatment of metastatic ovarian carcinoma refractory to paclitaxel & platinum chemotherapy and AIDS-related Kaposi's sarcoma,For use in combination with bortezomib for the treatment of patients with multiple myeloma who have not previously received bortezomib and have at least one prior therapy.
Colfosceril palmitate,"Colfosceril Palmitate, Cetyl Alcohol, Tyloxapol",0.8933333333333334,100.0,63.63636363636363,Fuzzy,12/1/1993,02/08/1990,Treatment of respiratory distress syndrome in ventilated newborns ≥700g,"Prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages"
Ritonavir,Ritonavir Powder For,0.89,100.0,62.06896551724138,Fuzzy,8/9/1997,07/06/2017,Treatment of advanced HIV infection by specialist,Used in combination with other antiretroviral agents for the treatment of patients with HIV-1 infection
Liposomal doxorubicin,Liposomal Amikacin,0.888888888888889,71.7948717948718,71.7948717948718,Fuzzy,11/29/2000,28/09/2018,Treatment of metastatic ovarian carcinoma refractory to paclitaxel and platinum-based chemotherapy,Treatment of Mycobacterium avium complex (MAC) lung disease as part of a combination antibacterial drug regimen in patients who do not achieve negative sputum cultures after a minimum of 6 consecutive months of a multidrug background regimen therapy
Synthetic ACTH,Synthetic Human Secretin,0.8880952380952382,78.26086956521739,68.42105263157895,Fuzzy,11/15/2001,09/04/2004,,"Stimulation of pancreatic secretions, including bicarbonate, to aid in the diagnosis of pancreatic exocrine dysfunction, stimulation of gastrin secretion to aid in the diagnosis of gastrinoma, and stimulation of pancreatic secretions to facilitate the identification of the ampulla of Vater and accessory papilla during endoscopic retrograde cholangiopancreatography"
Methohexital sodium,Methotrexate Sodium,0.8868421052631579,78.94736842105263,78.94736842105263,Fuzzy,4/1/1964,07/04/1988,Ultra-short acting anesthetic,For the use of high dose methotrexate with leucovorin rescue in patients with non-metastatic osteosarcoma who have undergone surgical resection or amputation for the primary tumor.
Gemcitabine hydrochloride,Cysteamine Hydrochloride,0.8867676767676768,81.63265306122449,81.63265306122449,Fuzzy,7/3/2010,02/10/2012,As approved,Treatment of corneal cystine crystal accumulation in patients with cystinosis
Raloxifene hydrochloride,Raloxifene,0.8833333333333334,100.0,58.82352941176471,Fuzzy,5/4/2001,13/09/2007,Treatment and prevention of postmenopausal osteoporosis in women,Reduction in risk of invasive breast cancer in postmenopausal women with osteoporosis and reduction in risk of invasive breast cancer in postmenopausal women at high risk for invasive breast cancer
Daunorubicin,Daunorubicin Citrate Liposome,0.8827586206896552,100.0,58.53658536585367,Fuzzy,12/1/1972,08/04/1996,Anticancer agent,"First line cytotoxic therapy for advanced, HIV related Kaposi's sarcoma."
Sodium hyaluronate,Sodium Phenylbutyrate,0.8801587301587301,76.92307692307692,76.92307692307692,Fuzzy,6/3/2008,17/06/2022,For intradermal implantation and facial soft tissue augmentation,"As adjunctive therapy to standard of care, which includes dietary management, for the chronic management of adult and pediatric patients with urea cycle disorders (UCDs), involving deficiencies of carbamylphosphate synthetase (CPS), ornithine transcarbamylase (OTC) or argininosuccinic acid synthetase (AS)"
Tobramycin,Tobramycin For Inhalation,0.88,100.0,57.14285714285714,Fuzzy,4/1/1987,22/12/1997,,Management of cystic fibrosis patients with P.aeruginosa.
"Buprenorphine, Naloxone",Buprenorphine In Combination With Naloxone,0.8774891774891775,100.0,68.75,Fuzzy,12/2/2008,08/10/2002,Additional lower strength,Treatment of opioid dependence in patients 16 years of age or older
PEG-interferon alfa-2a,Peginterferon Alfa-2B,0.8743434343434343,79.06976744186046,93.02325581395348,Fuzzy,3/13/2003,29/03/2011,"Treatment of multiple myeloma, Kaposi's sarcoma, hairy cell leukemia, CML, chronic active hepatitis B and C",Adjuvant treatment of melanoma with microscopic or gross nodal involvement within 84 days of definitive surgical resection including complete lymphadenectomy
Gonadorelin (6-D-Phe),Gonadorelin Acetate,0.8736842105263157,73.33333333333333,68.42105263157895,Fuzzy,6/15/2016,10/10/1989,Reproductive control/induction and ovarian infertility disorders in cattle and horses,
"Rifampicin, isoniazid, piperine","Rifampin, Isoniazid, Pyrazinamide",0.8697041156840934,80.0,80.0,Fuzzy,12/11/2008,31/05/1994,Treatment of pulmonary tuberculosis in adults,Short-course treatment of tuberculosis.
Emtricitabine,Emtricitabine And Tenofovir Alafenamide,0.8666666666666666,100.0,50.0,Fuzzy,6/9/2005,28/09/2017,Treatment of HIV in adults,"DESCOVY, indicated in combination with other antiretroviral agents, for the treatment of HIV-1 infection in adults and pediatric patients weighing at least 35 kg and also indicated, in combination with other antiretroviral agents other than protease inhibitors that require a CYP3A inhibitor, for the treatment of HIV-1 infection in pediatric patients weighing at least 25 kg and less than 35 kg."
Thymosin alfa-1,Thyrotropin Alfa,0.8648611111111111,70.96774193548387,70.96774193548387,Fuzzy,1/16/2001,14/12/2007,Treatment of chronic hepatitis B in adults with compensated liver disease and HBV replication,For use as an adjunctive treatment for radioiodine ablation of thyroid tissue remnants in patients who have undergone thyroidectomy for well-differentiated thyroid cancer and who do not have evidence of metastatic thyroid cancer
Norethindrone acetate,Lanreotide Acetate,0.8627645502645502,76.92307692307692,76.92307692307692,Fuzzy,6/1/1961,16/12/2014,More potent derivative of norethindrone,"Treatment of patients with unresectable,well- or moderately-differentiated locally advanced or metastatic gastroenteropancreatic neuroendocrine tumors to improve progression-free survival"
Mesalamine,Mesalamine; 5-Aminosalicylic Acid,0.8625,100.0,47.61904761904761,Fuzzy,3/30/2009,26/06/2020,Treatment of mild to moderate ulcerative colitis,Lialda (mesalamine) is indicated for the treatment of mildly to moderately active ulcerative colitis in pediatric patients weighing at least 24 kg.
Tenofovir disoproxil fumarate,Tenofovir,0.8620689655172413,100.0,47.36842105263158,Fuzzy,6/19/2009,24/03/2010,Treatment of chronic hepatitis B in adults,Treatment of HIV infection in combination with other antiretroviral agents in patients 12 to less than 18 years of age
Collagenase,Collagenase Clostridium Histolyticum,0.861111111111111,100.0,46.808510638297875,Fuzzy,5/5/1994,02/02/2010,Debridement of chronic dermal lesions and severe burns,Treatment of adult patients with Dupuytren's contracture with a palpable cord
Hepatitis B vaccine,Hepatitis B Immune Globulin (Human),0.8488038277511961,73.33333333333333,57.692307692307686,Fuzzy,1/1/1987,06/04/2007,Treatment and prevention of hepatitis B virus infection,Prevention of hepatitis B recurrence following liver transplantation in HBsAG-positive liver transplant patients
Ropivacaine hydrochloride,Apomorphine Hydrochloride,0.8457142857142856,76.0,76.0,Fuzzy,3/20/2009,03/02/2025,Production of local or regional anesthesia and acute pain management,treatment of motor fluctuations in adults with advanced Parkinsons disease
Verapamil hydrochloride,Migalastat Hydrochloride,0.8374968217645563,72.34042553191489,72.34042553191489,Fuzzy,7/1/1967,10/08/2018,"Coronary vasodilation, coronary insufficiency, senile heart",GALAFOLD is indicated for the treatment of adults with a confirmed diagnosis of Fabry disease and an amenable galactosidase alpha gene (GLA) variant based on in vitro assay data
Flecainide acetate,Mafenide Acetate,0.8347222222222223,82.35294117647058,82.35294117647058,Fuzzy,3/26/1993,05/06/1998,Antiarrhythmic agent,
Levamisole hydrochloride,Levomethadyl Acetate Hydrochloride,0.8133541295306002,70.27027027027027,68.96551724137932,Fuzzy,7/1/1980,09/07/1993,,For the management of opiate dependence.
Ethacrynic acid,Ascorbic Acid,0.8119658119658121,71.42857142857143,71.42857142857143,Fuzzy,2/1/1973,02/10/2017,Non-thiazide saluretic diuretic,"for the treatment of scurvy in adult and pediatric patients age 5 months and older for whom oral administrtaion is not possible, insufficient or contraindicated"
Polyglycolic acid,Cholic Acid,0.7991087344028521,71.42857142857143,71.42857142857143,Fuzzy,5/1/1973,17/03/2015,Sutures,Treatment of bile acid synthesis disorders due to single enzyme defects
"Dihydroxyacetone, Alcohol",Dehydrated Alcohol,0.7899509803921568,76.19047619047619,76.19047619047619,Fuzzy,10/1/1971,21/06/2018,On prescription of a skin specialist only,ABLYSINOL is indicated to induce controlled cardiac septal infarction to improve exercise capacity in adults with symptomatic hypertrophic obstructive cardiomyopathy who are not candidates for surgical myectomy.
